gene_id	tissue	gene_tissue	kME	abs_kME	kME_pval
ENSG00000082701	VH	ENSG00000082701_VH	-0.8289402124866603	0.8289402124866603	2.2967153904717357e-93
ENSG00000133703	VH	ENSG00000133703_VH	-0.8171013328696879	0.8171013328696879	1.3096385960579563e-88
ENSG00000198791	VH	ENSG00000198791_VH	-0.8167514405334622	0.8167514405334622	1.7882714771163894e-88
ENSG00000111802	VH	ENSG00000111802_VH	-0.8145272541364055	0.8145272541364055	1.2754639669358521e-87
ENSG00000088179	VH	ENSG00000088179_VH	-0.8065772939958379	0.8065772939958379	1.1584725835283069e-84
ENSG00000180957	VH	ENSG00000180957_VH	-0.791705329460915	0.791705329460915	1.757977663119632e-79
ENSG00000163655	VH	ENSG00000163655_VH	-0.7893270120074078	0.7893270120074078	1.0823100427585603e-78
ENSG00000173114	VH	ENSG00000173114_VH	-0.7865486781034783	0.7865486781034783	8.782295650678783e-78
ENSG00000152242	VH	ENSG00000152242_VH	-0.7784252210840439	0.7784252210840439	3.3567609358918456e-75
ENSG00000143324	VH	ENSG00000143324_VH	-0.7758331548652826	0.7758331548652826	2.1229641394546354e-74
ENSG00000152402	VH	ENSG00000152402_VH	-0.7716734553785445	0.7716734553785445	3.892247561250693e-73
ENSG00000116030	VH	ENSG00000116030_VH	-0.7601012290405026	0.7601012290405026	9.288228029395185e-70
ENSG00000169851	VH	ENSG00000169851_VH	-0.7573099212356937	0.7573099212356937	5.676738045272725e-69
ENSG00000023287	VH	ENSG00000023287_VH	-0.7541493800570703	0.7541493800570703	4.280406893095858e-68
ENSG00000119787	VH	ENSG00000119787_VH	-0.7518530871996103	0.7518530871996103	1.8223312800738933e-67
ENSG00000121481	VH	ENSG00000121481_VH	-0.751779243466481	0.751779243466481	1.908730461627128e-67
ENSG00000176407	VH	ENSG00000176407_VH	-0.7470027448792961	0.7470027448792961	3.6908336545070164e-66
ENSG00000162368	VH	ENSG00000162368_VH	-0.7408312225821845	0.7408312225821845	1.5382009712173394e-64
ENSG00000174738	VH	ENSG00000174738_VH	-0.7408005829891223	0.7408005829891223	1.56653436852606e-64
ENSG00000164024	VH	ENSG00000164024_VH	-0.7398139201792138	0.7398139201792138	2.8158113154081627e-64
