gene_id	tissue	gene_tissue	kME	abs_kME	kME_pval
ENSG00000135094.10	AC	ENSG00000135094.10_AC	0.6204013031714007	0.6204013031714007	1.342909943975389e-50
ENSG00000135094.10	MFBA9BA46	ENSG00000135094.10_MFBA9BA46	0.5521101502072864	0.5521101502072864	2.681182262248343e-38
ENSG00000135094.10	PCGBA23	ENSG00000135094.10_PCGBA23	0.4994051789446404	0.4994051789446404	1.4110992273430895e-30
ENSG00000157184.6	MFBA9BA46	ENSG00000157184.6_MFBA9BA46	0.48567240626375197	0.48567240626375197	8.903637763258455e-29
ENSG00000109099.13	AC	ENSG00000109099.13_AC	0.47005815923251026	0.47005815923251026	7.93714334351206e-27
ENSG00000164104.11	MFBA9BA46	ENSG00000164104.11_MFBA9BA46	0.45709780499210617	0.45709780499210617	2.778673861469886e-25
ENSG00000128928.8	MFBA9BA46	ENSG00000128928.8_MFBA9BA46	0.4437319862278285	0.4437319862278285	9.303075025570165e-24
ENSG00000132953.16	AC	ENSG00000132953.16_AC	0.4410179434510682	0.4410179434510682	1.8625092827003747e-23
ENSG00000157184.6	AC	ENSG00000157184.6_AC	0.44076392312006674	0.44076392312006674	1.9869006890184243e-23
ENSG00000172992.11	MFBA9BA46	ENSG00000172992.11_MFBA9BA46	0.4348535164762963	0.4348535164762963	8.8072191009196e-23
ENSG00000213390.10	AC	ENSG00000213390.10_AC	0.43418769297958876	0.43418769297958876	1.0396691086461424e-22
ENSG00000157184.6	PCGBA23	ENSG00000157184.6_PCGBA23	0.4206560380588965	0.4206560380588965	2.800456798277294e-21
ENSG00000231528.2	AC	ENSG00000231528.2_AC	0.420347271063031	0.420347271063031	3.0138298382809746e-21
ENSG00000079332.14	AC	ENSG00000079332.14_AC	0.41905536177232483	0.41905536177232483	4.094417395754236e-21
ENSG00000131153.8	MFBA9BA46	ENSG00000131153.8_MFBA9BA46	0.4170137194381255	0.4170137194381255	6.627077479472038e-21
ENSG00000164104.11	AC	ENSG00000164104.11_AC	0.41489606750049146	0.41489606750049146	1.0882570062094527e-20
ENSG00000187068.2	AC	ENSG00000187068.2_AC	0.41115109155616564	0.41115109155616564	2.5938577894392724e-20
ENSG00000149016.15	MFBA9BA46	ENSG00000149016.15_MFBA9BA46	0.410668425270405	0.410668425270405	2.8988019812318824e-20
ENSG00000258708.1	AC	ENSG00000258708.1_AC	0.40326627435384194	0.40326627435384194	1.5587405304358366e-19
ENSG00000111481.9	MFBA9BA46	ENSG00000111481.9_MFBA9BA46	0.39992879564559436	0.39992879564559436	3.2827646342085747e-19
ENSG00000184154.13	MFBA9BA46	ENSG00000184154.13_MFBA9BA46	0.3989724230368557	0.3989724230368557	4.057501724340153e-19
ENSG00000164104.11	PCGBA23	ENSG00000164104.11_PCGBA23	0.39816959725207357	0.39816959725207357	4.84477776901492e-19
ENSG00000143183.16	MFBA9BA46	ENSG00000143183.16_MFBA9BA46	0.39320964419199295	0.39320964419199295	1.4336856750094502e-18
ENSG00000205084.10	MFBA9BA46	ENSG00000205084.10_MFBA9BA46	0.3928249713313598	0.3928249713313598	1.5583518505784931e-18
ENSG00000144451.18	MFBA9BA46	ENSG00000144451.18_MFBA9BA46	0.3859983549329146	0.3859983549329146	6.721247041150636e-18
