gene_id	tissue	gene_tissue	kME	abs_kME	kME_pval
ENSG00000138018	SMA	ENSG00000138018_SMA	0.9541824506172016	0.9541824506172016	8.994725502032442e-192
ENSG00000119844	SMA	ENSG00000119844_SMA	0.9517681677870553	0.9517681677870553	7.844243862639667e-188
ENSG00000152402	SMA	ENSG00000152402_SMA	0.9491475840097563	0.9491475840097563	8.894344223852985e-184
ENSG00000051382	SMA	ENSG00000051382_SMA	0.9470900166223836	0.9470900166223836	9.659157303664964e-181
ENSG00000170456	SMA	ENSG00000170456_SMA	0.945564888342102	0.945564888342102	1.4382983498824633e-178
ENSG00000169018	SMA	ENSG00000169018_SMA	0.9453513296036283	0.9453513296036283	2.864868878509851e-178
ENSG00000155744	SMA	ENSG00000155744_SMA	0.9439898511479767	0.9439898511479767	2.173017428028997e-176
ENSG00000162852	SMA	ENSG00000162852_SMA	0.9421367738537759	0.9421367738537759	6.6304868574725755e-174
ENSG00000152332	SMA	ENSG00000152332_SMA	0.9418393773612714	0.9418393773612714	1.6316339595627274e-173
ENSG00000164506	SMA	ENSG00000164506_SMA	0.9412343489295865	0.9412343489295865	1.004406676749109e-172
ENSG00000172292	SMA	ENSG00000172292_SMA	0.9401346123213562	0.9401346123213562	2.602112948619315e-171
ENSG00000112996	SMA	ENSG00000112996_SMA	0.9390663295767789	0.9390663295767789	5.7926951592559535e-170
ENSG00000113163	SMA	ENSG00000113163_SMA	0.938054855076424	0.938054855076424	1.0386501022605597e-168
ENSG00000211456	SMA	ENSG00000211456_SMA	0.9367981417187767	0.9367981417187767	3.506268105116048e-167
ENSG00000173258	SMA	ENSG00000173258_SMA	0.935864874365087	0.935864874365087	4.5672296333068626e-166
ENSG00000119446	SMA	ENSG00000119446_SMA	0.9355477369681905	0.9355477369681905	1.083084776551016e-165
ENSG00000143756	SMA	ENSG00000143756_SMA	0.9344171072853362	0.9344171072853362	2.271105337519526e-164
ENSG00000066422	SMA	ENSG00000066422_SMA	0.9340912353307353	0.9340912353307353	5.404626500474354e-164
ENSG00000185716	SMA	ENSG00000185716_SMA	0.9324497175168585	0.9324497175168585	3.9864267561283757e-162
ENSG00000142875	SMA	ENSG00000142875_SMA	0.9323119144351091	0.9323119144351091	5.691647811498082e-162
