gene_id	tissue	gene_tissue	kME	abs_kME	kME_pval
ENSG00000114573.9	MFBA9BA46	ENSG00000114573.9_MFBA9BA46	-0.9165695729787218	0.9165695729787218	2.216245233203729e-66
ENSG00000065559.14	MFBA9BA46	ENSG00000065559.14_MFBA9BA46	-0.9082376556415581	0.9082376556415581	3.5059557043405346e-63
ENSG00000170027.6	MFBA9BA46	ENSG00000170027.6_MFBA9BA46	-0.899373462127636	0.899373462127636	4.256997372488309e-60
ENSG00000058091.16	MFBA9BA46	ENSG00000058091.16_MFBA9BA46	-0.8955637147256759	0.8955637147256759	7.371207606708075e-59
ENSG00000107758.15	MFBA9BA46	ENSG00000107758.15_MFBA9BA46	-0.894741951291812	0.894741951291812	1.343982245859569e-58
ENSG00000159082.17	MFBA9BA46	ENSG00000159082.17_MFBA9BA46	-0.8904704683339157	0.8904704683339157	2.820949998939772e-57
ENSG00000139174.11	MFBA9BA46	ENSG00000139174.11_MFBA9BA46	-0.8820260215617325	0.8820260215617325	8.121536197562645e-55
ENSG00000165943.4	MFBA9BA46	ENSG00000165943.4_MFBA9BA46	-0.8742683923657478	0.8742683923657478	1.0196030294960504e-52
ENSG00000155097.11	MFBA9BA46	ENSG00000155097.11_MFBA9BA46	-0.8687971303397829	0.8687971303397829	2.5508375936226568e-51
ENSG00000213424.8	MFBA9BA46	ENSG00000213424.8_MFBA9BA46	-0.8670268240154471	0.8670268240154471	7.009581688761762e-51
ENSG00000108395.13	MFBA9BA46	ENSG00000108395.13_MFBA9BA46	-0.8662562314144552	0.8662562314144552	1.0834790470173851e-50
ENSG00000162636.15	MFBA9BA46	ENSG00000162636.15_MFBA9BA46	-0.8661008993854482	0.8661008993854482	1.182500917947387e-50
ENSG00000116141.15	MFBA9BA46	ENSG00000116141.15_MFBA9BA46	-0.8634754476285639	0.8634754476285639	5.100969051435156e-50
ENSG00000163618.17	MFBA9BA46	ENSG00000163618.17_MFBA9BA46	-0.8616307980973179	0.8616307980973179	1.3991018740881974e-49
ENSG00000146267.11	MFBA9BA46	ENSG00000146267.11_MFBA9BA46	-0.8602078272906282	0.8602078272906282	3.0169860678208944e-49
ENSG00000074590.13	MFBA9BA46	ENSG00000074590.13_MFBA9BA46	-0.8590321339750422	0.8590321339750422	5.656349937080717e-49
ENSG00000144331.18	MFBA9BA46	ENSG00000144331.18_MFBA9BA46	-0.8583076576235019	0.8583076576235019	8.308289197951788e-49
ENSG00000165868.13	MFBA9BA46	ENSG00000165868.13_MFBA9BA46	-0.8564129307132373	0.8564129307132373	2.2483044699575618e-48
ENSG00000169891.17	MFBA9BA46	ENSG00000169891.17_MFBA9BA46	-0.8553413814143226	0.8553413814143226	3.92307319683218e-48
ENSG00000197217.12	MFBA9BA46	ENSG00000197217.12_MFBA9BA46	-0.8547126015854545	0.8547126015854545	5.427389143014278e-48
