gene_id	tissue	gene_tissue	kME	abs_kME	kME_pval
ENSG00000135862.5	PCGBA23	ENSG00000135862.5_PCGBA23	-0.774532503126001	0.774532503126001	4.800914331487542e-34
ENSG00000004700.15	PCGBA23	ENSG00000004700.15_PCGBA23	-0.7327762153890441	0.7327762153890441	6.987325045155693e-29
ENSG00000100345.20	PCGBA23	ENSG00000100345.20_PCGBA23	-0.7239300992797888	0.7239300992797888	6.532485800354356e-28
ENSG00000142634.12	AC	ENSG00000142634.12_AC	-0.7203091649326274	0.7203091649326274	1.590870367809549e-27
ENSG00000257704.3	AC	ENSG00000257704.3_AC	-0.7141281185194546	0.7141281185194546	7.040762618762021e-27
ENSG00000100139.13	PCGBA23	ENSG00000100139.13_PCGBA23	-0.7061996634451526	0.7061996634451526	4.483483380360275e-26
ENSG00000134070.4	AC	ENSG00000134070.4_AC	-0.705697094150237	0.705697094150237	5.031265372509678e-26
ENSG00000130766.4	AC	ENSG00000130766.4_AC	-0.6976734252834781	0.6976734252834781	3.0681682195463047e-25
ENSG00000266094.7	AC	ENSG00000266094.7_AC	-0.6969170485466185	0.6969170485466185	3.6271221630329e-25
ENSG00000061273.17	PCGBA23	ENSG00000061273.17_PCGBA23	-0.695793732610863	0.695793732610863	4.646112638791013e-25
ENSG00000173442.12	PCGBA23	ENSG00000173442.12_PCGBA23	-0.6950548143161457	0.6950548143161457	5.464517987221715e-25
ENSG00000135862.5	MFBA9BA46	ENSG00000135862.5_MFBA9BA46	-0.6934302008973326	0.6934302008973326	7.793377802950544e-25
ENSG00000158711.13	PCGBA23	ENSG00000158711.13_PCGBA23	-0.6771367761462902	0.6771367761462902	2.4172091237149416e-23
ENSG00000034152.18	MFBA9BA46	ENSG00000034152.18_MFBA9BA46	-0.6749875412836279	0.6749875412836279	3.7406418666829183e-23
ENSG00000161091.12	AC	ENSG00000161091.12_AC	-0.6718882794329868	0.6718882794329868	6.975942829402093e-23
ENSG00000126391.13	PCGBA23	ENSG00000126391.13_PCGBA23	-0.6718411054589358	0.6718411054589358	7.04202107384326e-23
ENSG00000100345.20	MFBA9BA46	ENSG00000100345.20_MFBA9BA46	-0.6664872605384233	0.6664872605384233	2.0301854713108711e-22
ENSG00000140564.11	PCGBA23	ENSG00000140564.11_PCGBA23	-0.666337418685544	0.666337418685544	2.0905902320292112e-22
ENSG00000127124.14	AC	ENSG00000127124.14_AC	-0.6648194178886209	0.6648194178886209	2.810937449820045e-22
ENSG00000004399.12	AC	ENSG00000004399.12_AC	-0.6639108076132176	0.6639108076132176	3.353176535426058e-22
