Gene	r_cogn_global	p_cogn_global	r_pseudotime	p_pseudotime	r_cogng_demog_slope	p_cogng_demog_slope	r_motor10_demog_slope	p_motor10_demog_slope	r_sqrt_parksc_demog_slope	p_sqrt_parksc_demog_slope	max_abs_r	module_id	module_type	cluster_size	selection_rank	selected_by	cluster_id	therapeutic_selection_score	target_category_score	n_any_therapeutic_category	n_Alzheimer_evidence	n_known_drug_target	n_kinase	n_GPCR	n_ion_channel	representative_target_genes	representative_ad_genes
ME_M1755	-0.12011697148645602	0.134012470816178	0.16151092698724928	0.04329613357578285	-0.24178725312122587	0.002282530057125931	-0.10039620577772101	0.21090826394304918	0.039671751403179425	0.6217952356980242	0.24178725312122587	1755	CT	532	30	therapeutic_targets	1755	1918.0175097276265	645	391	328	76	16	2	3	TNPO3(Alzheimer_evidence);PPP1R15B(enzyme;Alzheimer_evidence);NUP205(Alzheimer_evidence);SNRPD2(Alzheimer_evidence);PANK1(kinase;enzyme;Alzheimer_evidence);MINDY2(Alzheimer_evidence);PRDX1(Alzheimer_evidence);CAPN2(enzyme;known_drug_target;Alzheimer_evidence);PPP3CC(enzyme;Alzheimer_evidence);PTPRJ(enzyme;receptor;known_drug_target;Alzheimer_evidence);GTF2I(transcription_factor;Alzheimer_evidence);FAM20B(kinase;enzyme;Alzheimer_evidence);PNO1(Alzheimer_evidence);PVR(known_drug_target;Alzheimer_evidence);PPP1CB(enzyme;Alzheimer_evidence);PURA(Alzheimer_evidence);SMARCC1(Alzheimer_evidence);STAG1(Alzheimer_evidence);CREM(Alzheimer_evidence);PCBP2(Alzheimer_evidence);RSAD1(Alzheimer_evidence);HOXB9(transcription_factor;Alzheimer_evidence);TUBB(known_drug_target;Alzheimer_evidence);RNF24(Alzheimer_evidence);BRWD1(known_drug_target;Alzheimer_evidence)	TNPO3(Alzheimer_evidence);PPP1R15B(enzyme;Alzheimer_evidence);NUP205(Alzheimer_evidence);SNRPD2(Alzheimer_evidence);PANK1(kinase;enzyme;Alzheimer_evidence);MINDY2(Alzheimer_evidence);PRDX1(Alzheimer_evidence);CAPN2(enzyme;known_drug_target;Alzheimer_evidence);PPP3CC(enzyme;Alzheimer_evidence);PTPRJ(enzyme;receptor;known_drug_target;Alzheimer_evidence);GTF2I(transcription_factor;Alzheimer_evidence);FAM20B(kinase;enzyme;Alzheimer_evidence);PNO1(Alzheimer_evidence);PVR(known_drug_target;Alzheimer_evidence);PPP1CB(enzyme;Alzheimer_evidence);PURA(Alzheimer_evidence);SMARCC1(Alzheimer_evidence);STAG1(Alzheimer_evidence);CREM(Alzheimer_evidence);PCBP2(Alzheimer_evidence)
ME_M1762	-0.29698411232898003	0.00015870138711421929	0.2887779292614613	0.0002445301014059665	-0.3578190361737803	4.206819287781435e-06	-0.15870807120618563	0.04710924017089628	0.08428985494897871	0.2939120995286572	0.3578190361737803	1762	CT	279	31	therapeutic_targets	1762	929.158671586716	309	186	149	38	13	2	6	MTFR1(Alzheimer_evidence);NFIB(Alzheimer_evidence);CCN3(known_drug_target;Alzheimer_evidence);CTCF(transcription_factor;Alzheimer_evidence);SAP30L(Alzheimer_evidence);ATP6V0A2(known_drug_target;Alzheimer_evidence);PPM1D(enzyme;known_drug_target;Alzheimer_evidence);LEF1(transcription_factor;Alzheimer_evidence);ING2(Alzheimer_evidence);IVNS1ABP(Alzheimer_evidence);SHROOM3(Alzheimer_evidence);UBP1(Alzheimer_evidence);MBD2(Alzheimer_evidence);ETV1(transcription_factor;Alzheimer_evidence);TAL1(transcription_factor;Alzheimer_evidence);COL11A1(Alzheimer_evidence);EP300(enzyme;transcription_factor;known_drug_target;Alzheimer_evidence);CDK2AP1(kinase;enzyme;Alzheimer_evidence);MTRFR(Alzheimer_evidence);ZBTB35(transcription_factor;Alzheimer_evidence);CLOCK(known_drug_target;Alzheimer_evidence);NRN1(Alzheimer_evidence);OPRD1(receptor;known_drug_target;Alzheimer_evidence);ALK(kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence);INPPL1(enzyme;known_drug_target;Alzheimer_evidence)	MTFR1(Alzheimer_evidence);NFIB(Alzheimer_evidence);CCN3(known_drug_target;Alzheimer_evidence);CTCF(transcription_factor;Alzheimer_evidence);SAP30L(Alzheimer_evidence);ATP6V0A2(known_drug_target;Alzheimer_evidence);PPM1D(enzyme;known_drug_target;Alzheimer_evidence);LEF1(transcription_factor;Alzheimer_evidence);ING2(Alzheimer_evidence);IVNS1ABP(Alzheimer_evidence);SHROOM3(Alzheimer_evidence);UBP1(Alzheimer_evidence);MBD2(Alzheimer_evidence);ETV1(transcription_factor;Alzheimer_evidence);TAL1(transcription_factor;Alzheimer_evidence);COL11A1(Alzheimer_evidence);EP300(enzyme;transcription_factor;known_drug_target;Alzheimer_evidence);CDK2AP1(kinase;enzyme;Alzheimer_evidence);MTRFR(Alzheimer_evidence);ZBTB35(transcription_factor;Alzheimer_evidence)
ME_M1770	-0.27554459722783736	0.0004779131274213021	0.2527259177126612	0.0014063561353746276	-0.31412270404309817	6.165540812809964e-05	-0.0791997430539486	0.3241382035794034	0.06356103117007383	0.4290296055567074	0.31412270404309817	1770	CT	397	32	therapeutic_targets	1770	1253.4603174603174	423	264	217	42	16	0	2	NCK2(Alzheimer_evidence);DSTYK(kinase;enzyme;known_drug_target;Alzheimer_evidence);NOP16(Alzheimer_evidence);MINDY2(Alzheimer_evidence);VEZF1(transcription_factor;Alzheimer_evidence);MTFR1(Alzheimer_evidence);ZNF568(transcription_factor;Alzheimer_evidence);SYBU(Alzheimer_evidence);USP3(enzyme;Alzheimer_evidence);ATM(kinase;enzyme;known_drug_target;Alzheimer_evidence);GALM(enzyme;Alzheimer_evidence);MIOS(Alzheimer_evidence);ZNF813(transcription_factor;Alzheimer_evidence);PPM1D(enzyme;known_drug_target;Alzheimer_evidence);ZNF227(transcription_factor;Alzheimer_evidence);MAN1A1(enzyme;Alzheimer_evidence);SPTSSA(known_drug_target;Alzheimer_evidence);IP6K2(kinase;enzyme;Alzheimer_evidence);NFAT5(Alzheimer_evidence);FLRT2(Alzheimer_evidence);MTRFR(Alzheimer_evidence);RNF152(Alzheimer_evidence);SYNM(kinase;enzyme;Alzheimer_evidence);PHF3(Alzheimer_evidence);NEAT1(Alzheimer_evidence)	NCK2(Alzheimer_evidence);DSTYK(kinase;enzyme;known_drug_target;Alzheimer_evidence);NOP16(Alzheimer_evidence);MINDY2(Alzheimer_evidence);VEZF1(transcription_factor;Alzheimer_evidence);MTFR1(Alzheimer_evidence);ZNF568(transcription_factor;Alzheimer_evidence);SYBU(Alzheimer_evidence);USP3(enzyme;Alzheimer_evidence);ATM(kinase;enzyme;known_drug_target;Alzheimer_evidence);GALM(enzyme;Alzheimer_evidence);MIOS(Alzheimer_evidence);ZNF813(transcription_factor;Alzheimer_evidence);PPM1D(enzyme;known_drug_target;Alzheimer_evidence);ZNF227(transcription_factor;Alzheimer_evidence);MAN1A1(enzyme;Alzheimer_evidence);SPTSSA(known_drug_target;Alzheimer_evidence);IP6K2(kinase;enzyme;Alzheimer_evidence);NFAT5(Alzheimer_evidence);FLRT2(Alzheimer_evidence)
ME_M1779	0.3220726131247894	3.8976965248349735e-05	-0.329200454331967	2.5552874363610373e-05	0.381686703135261	8.125121142371034e-07	0.07577730133201788	0.34554972853956784	-0.03885502806592969	0.6289933977487675	0.381686703135261	1779	CT	238	33	therapeutic_targets	1779	945.7033898305084	318	186	160	32	15	0	1	CSNK1A1(kinase;enzyme;known_drug_target;Alzheimer_evidence);TNPO3(Alzheimer_evidence);PTK2B(kinase;enzyme;known_drug_target;Alzheimer_evidence);NGLY1(enzyme;Alzheimer_evidence);MTFR1(Alzheimer_evidence);FAM20B(kinase;enzyme;Alzheimer_evidence);TPST2(enzyme;Alzheimer_evidence);ZFTA(transcription_factor;Alzheimer_evidence);SAP30L(Alzheimer_evidence);ANXA2(Alzheimer_evidence);MADD(kinase;enzyme;Alzheimer_evidence);E2F3(transcription_factor;Alzheimer_evidence);BCCIP(Alzheimer_evidence);SAMHD1(enzyme;known_drug_target;Alzheimer_evidence);DUSP14(enzyme;Alzheimer_evidence);TCF20(transcription_factor;Alzheimer_evidence);KDM2A(transcription_factor;known_drug_target;Alzheimer_evidence);OSBPL2(Alzheimer_evidence);KIF2A(Alzheimer_evidence);GNPNAT1(enzyme;Alzheimer_evidence);CLN8(Alzheimer_evidence);ATF4(transcription_factor;Alzheimer_evidence);CASP3(enzyme;known_drug_target;Alzheimer_evidence);MTA2(transcription_factor;Alzheimer_evidence);HK1(enzyme;Alzheimer_evidence)	CSNK1A1(kinase;enzyme;known_drug_target;Alzheimer_evidence);TNPO3(Alzheimer_evidence);PTK2B(kinase;enzyme;known_drug_target;Alzheimer_evidence);NGLY1(enzyme;Alzheimer_evidence);MTFR1(Alzheimer_evidence);FAM20B(kinase;enzyme;Alzheimer_evidence);TPST2(enzyme;Alzheimer_evidence);ZFTA(transcription_factor;Alzheimer_evidence);SAP30L(Alzheimer_evidence);ANXA2(Alzheimer_evidence);MADD(kinase;enzyme;Alzheimer_evidence);E2F3(transcription_factor;Alzheimer_evidence);BCCIP(Alzheimer_evidence);SAMHD1(enzyme;known_drug_target;Alzheimer_evidence);DUSP14(enzyme;Alzheimer_evidence);TCF20(transcription_factor;Alzheimer_evidence);KDM2A(transcription_factor;known_drug_target;Alzheimer_evidence);OSBPL2(Alzheimer_evidence);KIF2A(Alzheimer_evidence);GNPNAT1(enzyme;Alzheimer_evidence)
ME_M1970	-0.14611903246332153	0.06784286567232671	0.1522441846730824	0.056977743564999704	-0.12073159084637448	0.13201869012853026	-0.12735231463586827	0.11195946230025589	-0.007773589491916137	0.9230234885286962	0.1522441846730824	1970	CT	236	34	therapeutic_targets	1970	794.5438596491229	254	160	140	29	8	0	0	CLU(known_drug_target;Alzheimer_evidence);PSAP(receptor;known_drug_target;Alzheimer_evidence);DDX39B(Alzheimer_evidence);TARS2(enzyme;Alzheimer_evidence);PRKAB1(kinase;enzyme;known_drug_target;Alzheimer_evidence);ABCC9(transporter;known_drug_target;Alzheimer_evidence);AASS(enzyme;Alzheimer_evidence);USP3(enzyme;Alzheimer_evidence);TJP2(Alzheimer_evidence);NDUFA7(Alzheimer_evidence);TAF1(transcription_factor;known_drug_target;Alzheimer_evidence);EIF4EBP2(Alzheimer_evidence);MAP3K20(kinase;enzyme;known_drug_target;Alzheimer_evidence);BMPR1B(receptor;known_drug_target;Alzheimer_evidence);ECHDC2(Alzheimer_evidence);COL21A1(Alzheimer_evidence);MRPS7(Alzheimer_evidence);CTNNA1(Alzheimer_evidence);MCCC2(enzyme;Alzheimer_evidence);CDKAL1(kinase;enzyme;Alzheimer_evidence);DDX19A(Alzheimer_evidence);SPRY1(Alzheimer_evidence);PDPR(enzyme;Alzheimer_evidence);SPON1(Alzheimer_evidence);MAOB(enzyme;known_drug_target;Alzheimer_evidence)	CLU(known_drug_target;Alzheimer_evidence);PSAP(receptor;known_drug_target;Alzheimer_evidence);DDX39B(Alzheimer_evidence);TARS2(enzyme;Alzheimer_evidence);PRKAB1(kinase;enzyme;known_drug_target;Alzheimer_evidence);ABCC9(transporter;known_drug_target;Alzheimer_evidence);AASS(enzyme;Alzheimer_evidence);USP3(enzyme;Alzheimer_evidence);TJP2(Alzheimer_evidence);NDUFA7(Alzheimer_evidence);TAF1(transcription_factor;known_drug_target;Alzheimer_evidence);EIF4EBP2(Alzheimer_evidence);MAP3K20(kinase;enzyme;known_drug_target;Alzheimer_evidence);BMPR1B(receptor;known_drug_target;Alzheimer_evidence);ECHDC2(Alzheimer_evidence);COL21A1(Alzheimer_evidence);MRPS7(Alzheimer_evidence);CTNNA1(Alzheimer_evidence);MCCC2(enzyme;Alzheimer_evidence);CDKAL1(kinase;enzyme;Alzheimer_evidence)
ME_M1974	-0.017144193862160095	0.8312371261567156	-0.021367108024552744	0.7905319007344571	-0.002228866673196871	0.977897850242094	0.04889408008002251	0.5431150107656422	-0.08384232661010824	0.29649197170588476	0.08384232661010824	1974	CT	376	35	therapeutic_targets	1974	1568.3155080213903	506	274	251	81	19	4	1	CDK4(kinase;enzyme;known_drug_target;Alzheimer_evidence);MTMR3(enzyme;transcription_factor;Alzheimer_evidence);TGFBR2(kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence);INPP5D(enzyme;known_drug_target;Alzheimer_evidence);ZNF207(transcription_factor;Alzheimer_evidence);MTMR14(enzyme;Alzheimer_evidence);RIPK1(kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence);ABCA1(transporter;enzyme;Alzheimer_evidence);PIP5K1A(kinase;enzyme;known_drug_target;Alzheimer_evidence);B4GALT1(enzyme;Alzheimer_evidence);CTSH(enzyme;known_drug_target;Alzheimer_evidence);MGAT1(enzyme;Alzheimer_evidence);IL6R(receptor;known_drug_target;Alzheimer_evidence);SDCCAG8(Alzheimer_evidence);PPP4R1(enzyme;Alzheimer_evidence);TFPI(enzyme;known_drug_target;Alzheimer_evidence);TP53INP1(Alzheimer_evidence);DDR2(kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence);ANXA2(Alzheimer_evidence);ERG(transcription_factor;Alzheimer_evidence);AUTS2(Alzheimer_evidence);APOC1(Alzheimer_evidence);SYNE2(Alzheimer_evidence);SFT2D2(Alzheimer_evidence);PDE3A(enzyme;known_drug_target;Alzheimer_evidence)	CDK4(kinase;enzyme;known_drug_target;Alzheimer_evidence);MTMR3(enzyme;transcription_factor;Alzheimer_evidence);TGFBR2(kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence);INPP5D(enzyme;known_drug_target;Alzheimer_evidence);ZNF207(transcription_factor;Alzheimer_evidence);MTMR14(enzyme;Alzheimer_evidence);RIPK1(kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence);ABCA1(transporter;enzyme;Alzheimer_evidence);PIP5K1A(kinase;enzyme;known_drug_target;Alzheimer_evidence);B4GALT1(enzyme;Alzheimer_evidence);CTSH(enzyme;known_drug_target;Alzheimer_evidence);MGAT1(enzyme;Alzheimer_evidence);IL6R(receptor;known_drug_target;Alzheimer_evidence);SDCCAG8(Alzheimer_evidence);PPP4R1(enzyme;Alzheimer_evidence);TFPI(enzyme;known_drug_target;Alzheimer_evidence);TP53INP1(Alzheimer_evidence);DDR2(kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence);ANXA2(Alzheimer_evidence);ERG(transcription_factor;Alzheimer_evidence)
ME_M1987	0.056388672342567	0.4830157756103231	-0.004650815285135813	0.9539006246908069	0.0712472431288027	0.37523016867084136	0.0008548357033962214	0.9915222618073907	0.11137846317375666	0.16491155986409767	0.11137846317375666	1987	CT	190	36	therapeutic_targets	1987	1010.7027027027028	328	168	158	54	12	0	0	FERMT2(Alzheimer_evidence);PTPN12(enzyme;receptor;Alzheimer_evidence);GLIS3(transcription_factor;Alzheimer_evidence);NFKB2(transcription_factor;known_drug_target;Alzheimer_evidence);IGFBP3(enzyme;Alzheimer_evidence);PVR(known_drug_target;Alzheimer_evidence);PIM1(kinase;enzyme;known_drug_target;Alzheimer_evidence);STAT3(transcription_factor;known_drug_target;Alzheimer_evidence);TFPI(enzyme;known_drug_target;Alzheimer_evidence);SAMHD1(enzyme;known_drug_target;Alzheimer_evidence);SPRY4(Alzheimer_evidence);HBEGF(known_drug_target;Alzheimer_evidence);SPTSSA(known_drug_target;Alzheimer_evidence);TGM2(enzyme;known_drug_target;Alzheimer_evidence);ABL2(kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence);ADAMTS4(enzyme;known_drug_target;Alzheimer_evidence);SERPINE1(enzyme;Alzheimer_evidence);CEBPB(transcription_factor;Alzheimer_evidence);CNR1(receptor;known_drug_target;Alzheimer_evidence);TLR2(receptor;known_drug_target;Alzheimer_evidence);EIF2AK3(kinase;enzyme;known_drug_target;Alzheimer_evidence);CASP4(enzyme;known_drug_target;Alzheimer_evidence);S100A9(Alzheimer_evidence);DUSP1(kinase;enzyme;Alzheimer_evidence);ICAM1(receptor;known_drug_target;Alzheimer_evidence)	FERMT2(Alzheimer_evidence);PTPN12(enzyme;receptor;Alzheimer_evidence);GLIS3(transcription_factor;Alzheimer_evidence);NFKB2(transcription_factor;known_drug_target;Alzheimer_evidence);IGFBP3(enzyme;Alzheimer_evidence);PVR(known_drug_target;Alzheimer_evidence);PIM1(kinase;enzyme;known_drug_target;Alzheimer_evidence);STAT3(transcription_factor;known_drug_target;Alzheimer_evidence);TFPI(enzyme;known_drug_target;Alzheimer_evidence);SAMHD1(enzyme;known_drug_target;Alzheimer_evidence);SPRY4(Alzheimer_evidence);HBEGF(known_drug_target;Alzheimer_evidence);SPTSSA(known_drug_target;Alzheimer_evidence);TGM2(enzyme;known_drug_target;Alzheimer_evidence);ABL2(kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence);ADAMTS4(enzyme;known_drug_target;Alzheimer_evidence);SERPINE1(enzyme;Alzheimer_evidence);CEBPB(transcription_factor;Alzheimer_evidence);CNR1(receptor;known_drug_target;Alzheimer_evidence);TLR2(receptor;known_drug_target;Alzheimer_evidence)
ME_M1989	0.07528376922346988	0.3487094036304052	-0.03341633528639243	0.6777937484799185	0.10032829938109573	0.21121870035214566	0.04232911324347631	0.5986242447867927	-0.08919745828104354	0.2666003084904798	0.10032829938109573	1989	TS	181	37	therapeutic_targets	1989	809.4419889502763	260	148	132	37	11	0	0	CDK12(kinase;enzyme;known_drug_target;Alzheimer_evidence);TP53(Alzheimer_evidence);RIPK1(kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence);USP6NL(Alzheimer_evidence);RELA(transcription_factor;known_drug_target;Alzheimer_evidence);ATOH8(transcription_factor;Alzheimer_evidence);SPEN(Alzheimer_evidence);CNOT12(Alzheimer_evidence);SLC22A23(transporter;known_drug_target;Alzheimer_evidence);WBP1L(Alzheimer_evidence);SYNE2(Alzheimer_evidence);VDR(nuclear_receptor;enzyme;receptor;known_drug_target;Alzheimer_evidence);KIF3B(Alzheimer_evidence);CTNNA1(Alzheimer_evidence);TKT(enzyme;Alzheimer_evidence);KLC1(Alzheimer_evidence);AHCY(enzyme;known_drug_target;Alzheimer_evidence);SNAP29(Alzheimer_evidence);PCNT(Alzheimer_evidence);TMEM132B(Alzheimer_evidence);NOB1(Alzheimer_evidence);GMEB1(Alzheimer_evidence);CHI3L1(known_drug_target;Alzheimer_evidence);SAA1(receptor;known_drug_target;Alzheimer_evidence);SLPI(enzyme;Alzheimer_evidence)	CDK12(kinase;enzyme;known_drug_target;Alzheimer_evidence);TP53(Alzheimer_evidence);RIPK1(kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence);USP6NL(Alzheimer_evidence);RELA(transcription_factor;known_drug_target;Alzheimer_evidence);ATOH8(transcription_factor;Alzheimer_evidence);SPEN(Alzheimer_evidence);CNOT12(Alzheimer_evidence);SLC22A23(transporter;known_drug_target;Alzheimer_evidence);WBP1L(Alzheimer_evidence);SYNE2(Alzheimer_evidence);VDR(nuclear_receptor;enzyme;receptor;known_drug_target;Alzheimer_evidence);KIF3B(Alzheimer_evidence);CTNNA1(Alzheimer_evidence);TKT(enzyme;Alzheimer_evidence);KLC1(Alzheimer_evidence);AHCY(enzyme;known_drug_target;Alzheimer_evidence);SNAP29(Alzheimer_evidence);PCNT(Alzheimer_evidence);TMEM132B(Alzheimer_evidence)
ME_M2044	0.011583019599700532	0.8855163736090851	0.042668239591185673	0.5956953334385885	0.01949776691355412	0.8084879887376543	0.00043541288085933993	0.9956817815009077	0.06878895097469487	0.39197013526042684	0.06878895097469487	2044	CT	251	38	therapeutic_targets	2044	1245.9957081545065	400	205	197	65	17	1	1	CDKN1A(kinase;enzyme;Alzheimer_evidence);PTPN1(enzyme;receptor;known_drug_target;Alzheimer_evidence);PTGS2(enzyme;known_drug_target;Alzheimer_evidence);PDE4B(known_drug_target;Alzheimer_evidence);ELOVL7(Alzheimer_evidence);PECAM1(Alzheimer_evidence);GLIS3(transcription_factor;Alzheimer_evidence);JUN(transcription_factor;Alzheimer_evidence);B4GALT1(enzyme;Alzheimer_evidence);CDK2(kinase;enzyme;known_drug_target;Alzheimer_evidence);ADORA2B(receptor;known_drug_target;Alzheimer_evidence);STAT3(transcription_factor;known_drug_target;Alzheimer_evidence);TFPI(enzyme;known_drug_target;Alzheimer_evidence);ITGB3(known_drug_target;Alzheimer_evidence);STK3(kinase;enzyme;known_drug_target;Alzheimer_evidence);PPP1R3B(enzyme;Alzheimer_evidence);PLK3(kinase;enzyme;known_drug_target;Alzheimer_evidence);SEMA3F(Alzheimer_evidence);MAP3K8(kinase;enzyme;known_drug_target;Alzheimer_evidence);FAM20A(kinase;enzyme;Alzheimer_evidence);ZNF217(transcription_factor;Alzheimer_evidence);ANXA1(receptor;known_drug_target;Alzheimer_evidence);BCL6(transcription_factor;known_drug_target;Alzheimer_evidence);ADAMTS1(enzyme;known_drug_target;Alzheimer_evidence);CHD1(Alzheimer_evidence)	CDKN1A(kinase;enzyme;Alzheimer_evidence);PTPN1(enzyme;receptor;known_drug_target;Alzheimer_evidence);PTGS2(enzyme;known_drug_target;Alzheimer_evidence);PDE4B(known_drug_target;Alzheimer_evidence);ELOVL7(Alzheimer_evidence);PECAM1(Alzheimer_evidence);GLIS3(transcription_factor;Alzheimer_evidence);JUN(transcription_factor;Alzheimer_evidence);B4GALT1(enzyme;Alzheimer_evidence);CDK2(kinase;enzyme;known_drug_target;Alzheimer_evidence);ADORA2B(receptor;known_drug_target;Alzheimer_evidence);STAT3(transcription_factor;known_drug_target;Alzheimer_evidence);TFPI(enzyme;known_drug_target;Alzheimer_evidence);ITGB3(known_drug_target;Alzheimer_evidence);STK3(kinase;enzyme;known_drug_target;Alzheimer_evidence);PPP1R3B(enzyme;Alzheimer_evidence);PLK3(kinase;enzyme;known_drug_target;Alzheimer_evidence);SEMA3F(Alzheimer_evidence);MAP3K8(kinase;enzyme;known_drug_target;Alzheimer_evidence);FAM20A(kinase;enzyme;Alzheimer_evidence)
ME_M2046	-0.12098536117253383	0.13120214745420514	0.07957457259430559	0.32184632655729517	-0.12071449978368229	0.13207382291975672	-0.0019131549426990024	0.9810279154451952	-0.05435414047739009	0.4989688434401981	0.12098536117253383	2046	CT	374	39	therapeutic_targets	2046	1569.3150684931506	512	282	252	82	16	0	2	CD2AP(Alzheimer_evidence);KAT8(enzyme;transcription_factor;known_drug_target;Alzheimer_evidence);CTSB(enzyme;known_drug_target;Alzheimer_evidence);CLK2(kinase;enzyme;known_drug_target;Alzheimer_evidence);SEC13(Alzheimer_evidence);ABI3(Alzheimer_evidence);PPARG(receptor;known_drug_target;Alzheimer_evidence);PECAM1(Alzheimer_evidence);AKAP8L(kinase;enzyme;Alzheimer_evidence);HIF1A(Alzheimer_evidence);ABCG1(transporter;enzyme;known_drug_target;Alzheimer_evidence);ATP10D(enzyme;known_drug_target;Alzheimer_evidence);IRF2(transcription_factor;Alzheimer_evidence);UBA1(enzyme;Alzheimer_evidence);ZNF800(transcription_factor;Alzheimer_evidence);IKZF2(transcription_factor;Alzheimer_evidence);STK3(kinase;enzyme;known_drug_target;Alzheimer_evidence);DENND3(Alzheimer_evidence);ACSL1(enzyme;Alzheimer_evidence);SAMHD1(enzyme;known_drug_target;Alzheimer_evidence);ADORA3(receptor;known_drug_target;Alzheimer_evidence);PRKD3(kinase;enzyme;known_drug_target;Alzheimer_evidence);BCL6(transcription_factor;known_drug_target;Alzheimer_evidence);MFAP3(Alzheimer_evidence);NHP2(Alzheimer_evidence)	CD2AP(Alzheimer_evidence);KAT8(enzyme;transcription_factor;known_drug_target;Alzheimer_evidence);CTSB(enzyme;known_drug_target;Alzheimer_evidence);CLK2(kinase;enzyme;known_drug_target;Alzheimer_evidence);SEC13(Alzheimer_evidence);ABI3(Alzheimer_evidence);PPARG(receptor;known_drug_target;Alzheimer_evidence);PECAM1(Alzheimer_evidence);AKAP8L(kinase;enzyme;Alzheimer_evidence);HIF1A(Alzheimer_evidence);ABCG1(transporter;enzyme;known_drug_target;Alzheimer_evidence);ATP10D(enzyme;known_drug_target;Alzheimer_evidence);IRF2(transcription_factor;Alzheimer_evidence);UBA1(enzyme;Alzheimer_evidence);ZNF800(transcription_factor;Alzheimer_evidence);IKZF2(transcription_factor;Alzheimer_evidence);STK3(kinase;enzyme;known_drug_target;Alzheimer_evidence);DENND3(Alzheimer_evidence);ACSL1(enzyme;Alzheimer_evidence);SAMHD1(enzyme;known_drug_target;Alzheimer_evidence)
ME_M2048	0.09042750805452379	0.26003504669669836	-0.07515095626331689	0.34956278862462165	0.11373023109180294	0.15611659627357954	-0.043852402111456204	0.5855192804170809	-0.017402319368284798	0.8287349265314687	0.11373023109180294	2048	CT	277	40	therapeutic_targets	2048	1230.686746987952	396	216	198	59	16	2	3	FOXO3(transcription_factor;Alzheimer_evidence);ACACA(enzyme;known_drug_target;Alzheimer_evidence);ELMO2(Alzheimer_evidence);TFCP2L1(transcription_factor;Alzheimer_evidence);ZNF652(transcription_factor;Alzheimer_evidence);IGFBP3(enzyme;Alzheimer_evidence);CDYL(Alzheimer_evidence);ATOH8(transcription_factor;Alzheimer_evidence);IL6R(receptor;known_drug_target;Alzheimer_evidence);TCF7L2(transcription_factor;Alzheimer_evidence);TEAD1(transcription_factor;known_drug_target;Alzheimer_evidence);ADGRA3(GPCR;receptor;known_drug_target;Alzheimer_evidence);GMPR(enzyme;Alzheimer_evidence);DDR2(kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence);SEC14L1(Alzheimer_evidence);EPS15L1(receptor;Alzheimer_evidence);SERPINB6(enzyme;Alzheimer_evidence);GTF2IRD1(Alzheimer_evidence);FOXO1(transcription_factor;Alzheimer_evidence);RAB31(Alzheimer_evidence);IKZF2(transcription_factor;Alzheimer_evidence);SLC39A11(transporter;known_drug_target;Alzheimer_evidence);SEC24C(Alzheimer_evidence);NUP188(Alzheimer_evidence);SOX9(transcription_factor;Alzheimer_evidence)	FOXO3(transcription_factor;Alzheimer_evidence);ACACA(enzyme;known_drug_target;Alzheimer_evidence);ELMO2(Alzheimer_evidence);TFCP2L1(transcription_factor;Alzheimer_evidence);ZNF652(transcription_factor;Alzheimer_evidence);IGFBP3(enzyme;Alzheimer_evidence);CDYL(Alzheimer_evidence);ATOH8(transcription_factor;Alzheimer_evidence);IL6R(receptor;known_drug_target;Alzheimer_evidence);TCF7L2(transcription_factor;Alzheimer_evidence);TEAD1(transcription_factor;known_drug_target;Alzheimer_evidence);ADGRA3(GPCR;receptor;known_drug_target;Alzheimer_evidence);GMPR(enzyme;Alzheimer_evidence);DDR2(kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence);SEC14L1(Alzheimer_evidence);EPS15L1(receptor;Alzheimer_evidence);SERPINB6(enzyme;Alzheimer_evidence);GTF2IRD1(Alzheimer_evidence);FOXO1(transcription_factor;Alzheimer_evidence);RAB31(Alzheimer_evidence)
