gene_symbol	ensembl_id	ensembl_gene_id_base	tissue	source_module	phenotype	edge_frequency	run_type	hgnc_symbol	hgnc_name	protein_name	target_categories	therapeutic_target_score	open_targets_ad_score	open_targets_ad_datasources	is_kinase	is_gPCR	is_ion_channel	is_nuclear_receptor	is_transporter	is_enzyme	is_receptor	is_transcription_factor	is_known_drug_target	has_ad_evidence
HMG20A	ENSG00000140382	ENSG00000140382	QUAD	M151	motor10_demog_slope	0.09	per_module	HMG20A	high mobility group 20A		Alzheimer_evidence	1	0.0066430668431874	europepmc:0.04863446380892969;expression_atlas:0.024008955331737355	False	False	False	False	False	False	False	False	False	True
AP2M1	ENSG00000161203	ENSG00000161203	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.088	cross_module	AP2M1	adaptor related protein complex 2 subunit mu 1		Alzheimer_evidence	1	0.4681822308224015	crispr_screen:0.7599134970145264;europepmc:0.1480848447942014;expression_atlas:0.1262915963837994	False	False	False	False	False	False	False	False	False	True
ITFG1	ENSG00000129636	ENSG00000129636	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.088	cross_module	ITFG1	integrin alpha FG-GAP repeat containing 1		Alzheimer_evidence	1	0.1954769237869768	gwas_credible_sets:0.3189277611518512;europepmc:0.046945767148897415;expression_atlas:0.012134112801107322	False	False	False	False	False	False	False	False	False	True
LINC01322	ENSG00000244128	ENSG00000244128	SMA	M1770	motor10_demog_slope	0.087	per_module	LINC01322	long intergenic non-protein coding RNA 1322			0	0.0		False	False	False	False	False	False	False	False	False	False
ALMS1	ENSG00000116127	ENSG00000116127	QUAD	M1970	motor10_demog_slope	0.087	per_module	ALMS1	ALMS1 centrosome and basal body associated protein		Alzheimer_evidence	1	0.0041569983644444	expression_atlas:0.034189733278656285	False	False	False	False	False	False	False	False	False	True
ENSG00000279207	ENSG00000279207	ENSG00000279207	VH	M1762	motor10_demog_slope	0.084	per_module					0	0.0		False	False	False	False	False	False	False	False	False	False
FAM120B	ENSG00000112584	ENSG00000112584	QUAD	M1970	motor10_demog_slope	0.083	per_module	FAM120B	family with sequence similarity 120 member B		Alzheimer_evidence	1	0.0389719136609865	gwas_credible_sets:0.06410583871403708	False	False	False	False	False	False	False	False	False	True
SERTAD4	ENSG00000082497	ENSG00000082497	VH	M1762	motor10_demog_slope	0.082	per_module	SERTAD4	SERTA domain containing 4			0	0.0		False	False	False	False	False	False	False	False	False	False
NEAT1	ENSG00000245532	ENSG00000245532	VH	M1770	motor10_demog_slope	0.082	per_module	NEAT1	nuclear paraspeckle assembly transcript 1		Alzheimer_evidence	1	0.1166370421293424	europepmc:0.9357964782808426;expression_atlas:0.09399564068422218	False	False	False	False	False	False	False	False	False	True
ENSG00000226380	ENSG00000226380	ENSG00000226380	SMA	M1770	motor10_demog_slope	0.081	per_module					0	0.0		False	False	False	False	False	False	False	False	False	False
WAC	ENSG00000095787	ENSG00000095787	VH	M1762	motor10_demog_slope	0.08	per_module	WAC	WW domain containing adaptor with coiled-coil		Alzheimer_evidence	1	0.0066524373843246	europepmc:0.0547137717850459	False	False	False	False	False	False	False	False	False	True
TAF1	ENSG00000147133	ENSG00000147133	QUAD	M1970	motor10_demog_slope	0.08	per_module	TAF1	TATA-box binding protein associated factor 1		transcription_factor;known_drug_target;Alzheimer_evidence	3	0.290841940945942	crispr_screen:0.47462246497174854;europepmc:0.07580886707257772	False	False	False	False	False	False	False	True	True	True
ENSG00000279207	ENSG00000279207	ENSG00000279207	VH	cross_motor10_demog_slope	motor10_demog_slope	0.08	cross_module					0	0.0		False	False	False	False	False	False	False	False	False	False
PFKM	ENSG00000152556	ENSG00000152556	SMA	M427	motor10_demog_slope	0.079	per_module	PFKM	phosphofructokinase, muscle		enzyme;Alzheimer_evidence	2	0.0122899041364808	expression_atlas:0.0810632517843202;europepmc:0.08006617474211053	False	False	False	False	False	True	False	False	False	True
LINC-PINT	ENSG00000231721	ENSG00000231721	SMA	M1770	motor10_demog_slope	0.077	per_module	LINC-PINT	long intergenic non-protein coding RNA, p53 induced transcript		Alzheimer_evidence	1	0.0395240890220876	europepmc:0.3250706262733026	False	False	False	False	False	False	False	False	False	True
LRRC75A	ENSG00000181350	ENSG00000181350	QUAD	M1970	motor10_demog_slope	0.076	per_module	LRRC75A	leucine rich repeat containing 75A		Alzheimer_evidence	1	0.0221747912810821	europepmc:0.18237923928348632	False	False	False	False	False	False	False	False	False	True
ALDH6A1	ENSG00000119711	ENSG00000119711	SMA	M1970	motor10_demog_slope	0.075	per_module	ALDH6A1	aldehyde dehydrogenase 6 family member A1		enzyme;Alzheimer_evidence	2	0.0123706042353388	expression_atlas:0.08240794638654154;europepmc:0.07734230702947845	False	False	False	False	False	True	False	False	False	True
AP2M1	ENSG00000161203	ENSG00000161203	SMA	M427	motor10_demog_slope	0.074	per_module	AP2M1	adaptor related protein complex 2 subunit mu 1		Alzheimer_evidence	1	0.4681822308224015	crispr_screen:0.7599134970145264;europepmc:0.1480848447942014;expression_atlas:0.1262915963837994	False	False	False	False	False	False	False	False	False	True
PDS5B	ENSG00000083642	ENSG00000083642	VH	M1762	motor10_demog_slope	0.072	per_module	PDS5B	PDS5 cohesin associated factor B		Alzheimer_evidence	1	0.0256173612152979	europepmc:0.2106930699673461	False	False	False	False	False	False	False	False	False	True
SYP	ENSG00000102003	ENSG00000102003	SMA	M427	motor10_demog_slope	0.072	per_module	SYP	synaptophysin		Alzheimer_evidence	1	0.0763179381233844	europepmc:0.6276860657760295	False	False	False	False	False	False	False	False	False	True
CLOCK	ENSG00000134852	ENSG00000134852	VH	M1762	motor10_demog_slope	0.071	per_module	CLOCK	clock circadian regulator		known_drug_target;Alzheimer_evidence	2	0.111856936724856	europepmc:0.9176714942726535;expression_atlas:0.009237368273976346	False	False	False	False	False	False	False	False	True	True
NHEJ1	ENSG00000187736	ENSG00000187736	VH	M1762	motor10_demog_slope	0.069	per_module	NHEJ1	non-homologous end joining factor 1			0	0.0		False	False	False	False	False	False	False	False	False	False
PDE4DIP	ENSG00000178104	ENSG00000178104	SMA	M1770	motor10_demog_slope	0.069	per_module	PDE4DIP	phosphodiesterase 4D interacting protein		kinase;enzyme;Alzheimer_evidence	3	0.0057728899312108	expression_atlas:0.04368026043194357;europepmc:0.015198269940290528	True	False	False	False	False	True	False	False	False	True
ENAM	ENSG00000132464	ENSG00000132464	QUAD	M151	motor10_demog_slope	0.068	per_module	ENAM	enamelin		Alzheimer_evidence	1	0.0040653784015317	europepmc:0.03343619386863916	False	False	False	False	False	False	False	False	False	True
TXNIP	ENSG00000265972	ENSG00000265972	SMA	M1970	motor10_demog_slope	0.068	per_module	TXNIP	thioredoxin interacting protein		Alzheimer_evidence	1	0.106838793798807	europepmc:0.8625650944693167;expression_atlas:0.06457368608345984	False	False	False	False	False	False	False	False	False	True
VPS13B	ENSG00000132549	ENSG00000132549	QUAD	M1970	motor10_demog_slope	0.068	per_module	VPS13B	vacuolar protein sorting 13 homolog B		Alzheimer_evidence	1	0.0108379035040382	europepmc:0.07599134970145263;expression_atlas:0.05258516736445451	False	False	False	False	False	False	False	False	False	True
MRPS6	ENSG00000243927	ENSG00000243927	VH	M1762	motor10_demog_slope	0.067	per_module	MRPS6	mitochondrial ribosomal protein S6		Alzheimer_evidence	1	0.018478992734235	europepmc:0.15198269940290526	False	False	False	False	False	False	False	False	False	True
ZBTB1	ENSG00000126804	ENSG00000126804	SMA	M1770	motor10_demog_slope	0.067	per_module	ZBTB1	zinc finger and BTB domain containing 1		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
RBM12B	ENSG00000183808	ENSG00000183808	QUAD	M1970	motor10_demog_slope	0.067	per_module	RBM12B	RNA binding motif protein 12B			0	0.0		False	False	False	False	False	False	False	False	False	False
ZNF658	ENSG00000274349	ENSG00000274349	QUAD	M151	motor10_demog_slope	0.066	per_module	ZNF658	zinc finger protein 658		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
SLC38A2	ENSG00000134294	ENSG00000134294	VH	M1762	motor10_demog_slope	0.066	per_module	SLC38A2	solute carrier family 38 member 2		transporter;known_drug_target;Alzheimer_evidence	3	0.0223931034410613	europepmc:0.17693720172751137;expression_atlas:0.028950288744827444	False	False	False	False	True	False	False	False	True	True
RPS6KA3	ENSG00000177189	ENSG00000177189	VH	M1762	motor10_demog_slope	0.066	per_module	RPS6KA3	ribosomal protein S6 kinase A3		kinase;enzyme;known_drug_target;Alzheimer_evidence	4	0.0473269589359324	europepmc:0.38924626883410074	True	False	False	False	False	True	False	False	True	True
NKAP	ENSG00000101882	ENSG00000101882	QUAD	cross_motor10_demog_slope	motor10_demog_slope	0.066	cross_module	NKAP	NFKB activating protein			0	0.0		False	False	False	False	False	False	False	False	False	False
TAGLN3	ENSG00000144834	ENSG00000144834	SMA	M427	motor10_demog_slope	0.064	per_module	TAGLN3	transgelin 3		Alzheimer_evidence	1	0.030254590983618	europepmc:0.22693716542232228;expression_atlas:0.08758143517302809	False	False	False	False	False	False	False	False	False	True
TMPO	ENSG00000120802	ENSG00000120802	VH	M1762	motor10_demog_slope	0.063	per_module	TMPO	thymopoietin		Alzheimer_evidence	1	0.0100815448117728	europepmc:0.08291687846199122	False	False	False	False	False	False	False	False	False	True
RBM48	ENSG00000127993	ENSG00000127993	SMA	M1770	motor10_demog_slope	0.063	per_module	RBM48	RNA binding motif protein 48			0	0.0		False	False	False	False	False	False	False	False	False	False
PDK4	ENSG00000004799	ENSG00000004799	SMA	M1970	motor10_demog_slope	0.062	per_module	PDK4	pyruvate dehydrogenase kinase 4		kinase;enzyme;known_drug_target;Alzheimer_evidence	4	0.0515617973951688	europepmc:0.39863451883917433;expression_atlas:0.10176675400018889	True	False	False	False	False	True	False	False	True	True
ENSG00000279029	ENSG00000279029	ENSG00000279029	QUAD	M1970	motor10_demog_slope	0.062	per_module					0	0.0		False	False	False	False	False	False	False	False	False	False
MAOA	ENSG00000189221	ENSG00000189221	SMA	M1970	motor10_demog_slope	0.061	per_module	MAOA	monoamine oxidase A		enzyme;known_drug_target;Alzheimer_evidence	3	0.1072739118311661	europepmc:0.8442915217562996;clinical_precedence:0.030396539880581056	False	False	False	False	False	True	False	False	True	True
C1orf216	ENSG00000142686	ENSG00000142686	SMA	M427	motor10_demog_slope	0.061	per_module	C1orf216	chromosome 1 open reading frame 216		Alzheimer_evidence	1	0.0037281757582823	expression_atlas:0.03066283015212631	False	False	False	False	False	False	False	False	False	True
KANSL1L	ENSG00000144445	ENSG00000144445	VH	M1762	motor10_demog_slope	0.06	per_module	KANSL1L	KAT8 regulatory NSL complex subunit 1 like			0	0.0		False	False	False	False	False	False	False	False	False	False
ZBTB38	ENSG00000177311	ENSG00000177311	VH	M1762	motor10_demog_slope	0.06	per_module	ZBTB38	zinc finger and BTB domain containing 38		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
DEK	ENSG00000124795	ENSG00000124795	VH	M1762	motor10_demog_slope	0.06	per_module	DEK	DEK proto-oncogene		Alzheimer_evidence	1	0.0589494953114127	europepmc:0.4848372178462395	False	False	False	False	False	False	False	False	False	True
ANXA6	ENSG00000197043	ENSG00000197043	SMA	M427	motor10_demog_slope	0.059	per_module	ANXA6	annexin A6		Alzheimer_evidence	1	0.045588453333917	europepmc:0.36178880210071446;expression_atlas:0.05263567282969266	False	False	False	False	False	False	False	False	False	True
MED13L	ENSG00000123066	ENSG00000123066	SMA	M1770	motor10_demog_slope	0.058	per_module	MED13L	mediator complex subunit 13L		Alzheimer_evidence	1	0.0061473934441662	expression_atlas:0.05055997712500748	False	False	False	False	False	False	False	False	False	True
ACLY	ENSG00000131473	ENSG00000131473	SMA	M427	motor10_demog_slope	0.058	per_module	ACLY	ATP citrate lyase		enzyme;known_drug_target;Alzheimer_evidence	3	0.0466205303690203	europepmc:0.38343616207780945	False	False	False	False	False	True	False	False	True	True
IPP	ENSG00000197429	ENSG00000197429	QUAD	M151	motor10_demog_slope	0.057	per_module	IPP	intracisternal A particle-promoted polypeptide		Alzheimer_evidence	1	0.0029566388374776	europepmc:0.024317231904464845	False	False	False	False	False	False	False	False	False	True
MALT1	ENSG00000172175	ENSG00000172175	VH	M1762	motor10_demog_slope	0.056	per_module	MALT1	MALT1 paracaspase		enzyme;known_drug_target;Alzheimer_evidence	3	0.0845152127149127	europepmc:0.6951055370689214	False	False	False	False	False	True	False	False	True	True
RAPGEF6	ENSG00000158987	ENSG00000158987	QUAD	M1970	motor10_demog_slope	0.056	per_module	RAPGEF6	Rap guanine nucleotide exchange factor 6			0	0.0		False	False	False	False	False	False	False	False	False	False
BSCL2	ENSG00000168000	ENSG00000168000	SMA	M427	motor10_demog_slope	0.056	per_module	BSCL2	BSCL2 lipid droplet biogenesis associated, seipin		Alzheimer_evidence	1	0.005892745460806	europepmc:0.04846559414292646	False	False	False	False	False	False	False	False	False	True
SLC5A3	ENSG00000198743	ENSG00000198743	VH	M1762	motor10_demog_slope	0.055	per_module	SLC5A3	solute carrier family 5 member 3		transporter;known_drug_target;Alzheimer_evidence	3	0.0158332754248291	europepmc:0.11990495860767064;expression_atlas:0.04127088165191573	False	False	False	False	True	False	False	False	True	True
LINC02884	ENSG00000231246	ENSG00000231246	VH	M1970	motor10_demog_slope	0.055	per_module	LINC02884	long intergenic non-protein coding RNA 2884			0	0.0		False	False	False	False	False	False	False	False	False	False
CHMP5	ENSG00000086065	ENSG00000086065	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.055	cross_module	CHMP5	charged multivesicular body protein 5		Alzheimer_evidence	1	0.0018478992734235	europepmc:0.015198269940290528	False	False	False	False	False	False	False	False	False	True
NKAP	ENSG00000101882	ENSG00000101882	QUAD	M151	motor10_demog_slope	0.054	per_module	NKAP	NFKB activating protein			0	0.0		False	False	False	False	False	False	False	False	False	False
SNRPN	ENSG00000128739	ENSG00000128739	SMA	M427	motor10_demog_slope	0.054	per_module	SNRPN	small nuclear ribonucleoprotein polypeptide N		Alzheimer_evidence	1	0.0775463114661759	gwas_credible_sets:0.12367603469387178;europepmc:0.07763518672056453	False	False	False	False	False	False	False	False	False	True
PPM1D	ENSG00000170836	ENSG00000170836	VH	M1762	motor10_demog_slope	0.052	per_module	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D		enzyme;known_drug_target;Alzheimer_evidence	3	0.2795246398741848	crispr_screen:0.3663273437906858;gwas_credible_sets:0.35874713244381035;europepmc:0.17022062333125393	False	False	False	False	False	True	False	False	True	True
ESYT3	ENSG00000158220	ENSG00000158220	SMA	M1770	motor10_demog_slope	0.052	per_module	ESYT3	extended synaptotagmin 3			0	0.0		False	False	False	False	False	False	False	False	False	False
ZRSR2	ENSG00000169249	ENSG00000169249	SMA	M1770	motor10_demog_slope	0.052	per_module	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
DZIP3	ENSG00000198919	ENSG00000198919	QUAD	M151	motor10_demog_slope	0.051	per_module	DZIP3	DAZ interacting zinc finger protein 3		enzyme;transcription_factor;Alzheimer_evidence	3	0.0041522122996368	expression_atlas:0.03415036971271776	False	False	False	False	False	True	False	True	False	True
ENO2	ENSG00000111674	ENSG00000111674	SMA	M427	motor10_demog_slope	0.051	per_module	ENO2	enolase 2		enzyme;Alzheimer_evidence	2	0.0829614630290342	europepmc:0.6649065101120664;expression_atlas:0.06968010278267991	False	False	False	False	False	True	False	False	False	True
WAC	ENSG00000095787	ENSG00000095787	VH	cross_motor10_demog_slope	motor10_demog_slope	0.05	cross_module	WAC	WW domain containing adaptor with coiled-coil		Alzheimer_evidence	1	0.0066524373843246	europepmc:0.0547137717850459	False	False	False	False	False	False	False	False	False	True
SNRPN	ENSG00000128739	ENSG00000128739	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.05	cross_module	SNRPN	small nuclear ribonucleoprotein polypeptide N		Alzheimer_evidence	1	0.0775463114661759	gwas_credible_sets:0.12367603469387178;europepmc:0.07763518672056453	False	False	False	False	False	False	False	False	False	True
ACAA2	ENSG00000167315	ENSG00000167315	SMA	M1970	motor10_demog_slope	0.049	per_module	ACAA2	acetyl-CoA acyltransferase 2		enzyme;Alzheimer_evidence	2	0.0156330196211271	europepmc:0.12857565106542204	False	False	False	False	False	True	False	False	False	True
SLC5A3	ENSG00000198743	ENSG00000198743	VH	cross_motor10_demog_slope	motor10_demog_slope	0.049	cross_module	SLC5A3	solute carrier family 5 member 3		transporter;known_drug_target;Alzheimer_evidence	3	0.0158332754248291	europepmc:0.11990495860767064;expression_atlas:0.04127088165191573	False	False	False	False	True	False	False	False	True	True
ZC3H11A	ENSG00000058673	ENSG00000058673	SMA	M1770	motor10_demog_slope	0.047	per_module	ZC3H11A	zinc finger CCCH-type containing 11A		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
PSMC4	ENSG00000013275	ENSG00000013275	SMA	M427	motor10_demog_slope	0.046	per_module	PSMC4	proteasome 26S subunit, ATPase 4		Alzheimer_evidence	1	0.0274888694532998	europepmc:0.22608551467778398	False	False	False	False	False	False	False	False	False	True
SLC30A9	ENSG00000014824	ENSG00000014824	QUAD	M151	motor10_demog_slope	0.045	per_module	SLC30A9	solute carrier family 30 member 9		transporter;known_drug_target;Alzheimer_evidence	3	0.0041618658260667	expression_atlas:0.03422976630249267	False	False	False	False	True	False	False	False	True	True
NSG2	ENSG00000170091	ENSG00000170091	SMA	M427	motor10_demog_slope	0.045	per_module	NSG2	neuronal vesicle trafficking associated 2		Alzheimer_evidence	1	0.0083496964681497	expression_atlas:0.06563342937071556;europepmc:0.012158615952232422	False	False	False	False	False	False	False	False	False	True
ZMYND8	ENSG00000101040	ENSG00000101040	SMA	M1770	motor10_demog_slope	0.044	per_module	ZMYND8	zinc finger MYND-type containing 8		transcription_factor;known_drug_target;Alzheimer_evidence	3	0.0017688413794461	europepmc:0.012158615952232422;expression_atlas:0.009557731302598323	False	False	False	False	False	False	False	True	True	True
HAUS3	ENSG00000214367	ENSG00000214367	SMA	M1770	motor10_demog_slope	0.044	per_module	HAUS3	HAUS augmin like complex subunit 3		Alzheimer_evidence	1	0.0044349582562164	europepmc:0.03647584785669727	False	False	False	False	False	False	False	False	False	True
ORC3	ENSG00000135336	ENSG00000135336	QUAD	M151	motor10_demog_slope	0.043	per_module	ORC3	origin recognition complex subunit 3		Alzheimer_evidence	1	0.0049797688900258	expression_atlas:0.0409567084739731	False	False	False	False	False	False	False	False	False	True
NUCKS1	ENSG00000069275	ENSG00000069275	QUAD	M151	motor10_demog_slope	0.043	per_module	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1		kinase;enzyme;Alzheimer_evidence	3	0.0096846277980986	europepmc:0.07554891117652417;expression_atlas:0.01641390217478675	True	False	False	False	False	True	False	False	False	True
RBM48	ENSG00000127993	ENSG00000127993	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.043	cross_module	RBM48	RNA binding motif protein 48			0	0.0		False	False	False	False	False	False	False	False	False	False
POLR2B	ENSG00000047315	ENSG00000047315	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.043	cross_module	POLR2B	RNA polymerase II subunit B			0	0.0		False	False	False	False	False	False	False	False	False	False
PEX1	ENSG00000127980	ENSG00000127980	QUAD	M151	motor10_demog_slope	0.042	per_module	PEX1	peroxisomal biogenesis factor 1			0	0.0		False	False	False	False	False	False	False	False	False	False
CLTA	ENSG00000122705	ENSG00000122705	SMA	M427	motor10_demog_slope	0.041	per_module	CLTA	clathrin light chain A		Alzheimer_evidence	1	0.0347877091407969	europepmc:0.23797105289359072;gwas_credible_sets:0.038515717676939114	False	False	False	False	False	False	False	False	False	True
PPM1D	ENSG00000170836	ENSG00000170836	SMA	M1770	motor10_demog_slope	0.04	per_module	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D		enzyme;known_drug_target;Alzheimer_evidence	3	0.2795246398741848	crispr_screen:0.3663273437906858;gwas_credible_sets:0.35874713244381035;europepmc:0.17022062333125393	False	False	False	False	False	True	False	False	True	True
CPT2	ENSG00000157184	ENSG00000157184	QUAD	M151	motor10_demog_slope	0.039	per_module	CPT2	carnitine palmitoyltransferase 2		enzyme;known_drug_target;Alzheimer_evidence	3	0.0140766743661908	europepmc:0.11577530223418409	False	False	False	False	False	True	False	False	True	True
RNF19A	ENSG00000034677	ENSG00000034677	VH	M1970	motor10_demog_slope	0.039	per_module	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase		enzyme;Alzheimer_evidence	2	0.0604190076434296	europepmc:0.49692339885393105	False	False	False	False	False	True	False	False	False	True
CUTA	ENSG00000112514	ENSG00000112514	SMA	M427	motor10_demog_slope	0.039	per_module	CUTA	cutA divalent cation tolerance homolog		Alzheimer_evidence	1	0.0103745409164442	expression_atlas:0.07492006701494937;europepmc:0.04162637266979572	False	False	False	False	False	False	False	False	False	True
TAF1	ENSG00000147133	ENSG00000147133	QUAD	cross_motor10_demog_slope	motor10_demog_slope	0.039	cross_module	TAF1	TATA-box binding protein associated factor 1		transcription_factor;known_drug_target;Alzheimer_evidence	3	0.290841940945942	crispr_screen:0.47462246497174854;europepmc:0.07580886707257772	False	False	False	False	False	False	False	True	True	True
TXNIP	ENSG00000265972	ENSG00000265972	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.039	cross_module	TXNIP	thioredoxin interacting protein		Alzheimer_evidence	1	0.106838793798807	europepmc:0.8625650944693167;expression_atlas:0.06457368608345984	False	False	False	False	False	False	False	False	False	True
ACP1	ENSG00000143727	ENSG00000143727	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.039	cross_module	ACP1	acid phosphatase 1		enzyme;Alzheimer_evidence	2	0.0165822983416091	europepmc:0.12006315978923159;expression_atlas:0.06527979337506737	False	False	False	False	False	True	False	False	False	True
GTF3C3	ENSG00000119041	ENSG00000119041	QUAD	M151	motor10_demog_slope	0.038	per_module	GTF3C3	general transcription factor IIIC subunit 3		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
PAPOLA	ENSG00000090060	ENSG00000090060	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.038	cross_module	PAPOLA	poly(A) polymerase alpha		enzyme;Alzheimer_evidence	2	0.4268370269495066	crispr_screen:0.6972510518916442;europepmc:0.09726892761785938	False	False	False	False	False	True	False	False	False	True
TUBGCP5	ENSG00000275835	ENSG00000275835	QUAD	M151	motor10_demog_slope	0.037	per_module	TUBGCP5	tubulin gamma complex component 5		Alzheimer_evidence	1	0.0046197481835587	europepmc:0.037995674850726316	False	False	False	False	False	False	False	False	False	True
IDH3B	ENSG00000101365	ENSG00000101365	SMA	M427	motor10_demog_slope	0.037	per_module	IDH3B	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta		enzyme;Alzheimer_evidence	2	0.0801332696428282	europepmc:0.6484924173146523;expression_atlas:0.042293206636079536	False	False	False	False	False	True	False	False	False	True
GTF3C3	ENSG00000119041	ENSG00000119041	QUAD	cross_motor10_demog_slope	motor10_demog_slope	0.037	cross_module	GTF3C3	general transcription factor IIIC subunit 3		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
RAPGEF6	ENSG00000158987	ENSG00000158987	QUAD	cross_motor10_demog_slope	motor10_demog_slope	0.037	cross_module	RAPGEF6	Rap guanine nucleotide exchange factor 6			0	0.0		False	False	False	False	False	False	False	False	False	False
HP1BP3	ENSG00000127483	ENSG00000127483	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.036	cross_module	HP1BP3	heterochromatin protein 1 binding protein 3		Alzheimer_evidence	1	0.0999667716158174	gwas_credible_sets:0.15965873697308686;europepmc:0.09558023095782708	False	False	False	False	False	False	False	False	False	True
SLC38A2	ENSG00000134294	ENSG00000134294	VH	cross_motor10_demog_slope	motor10_demog_slope	0.035	cross_module	SLC38A2	solute carrier family 38 member 2		transporter;known_drug_target;Alzheimer_evidence	3	0.0223931034410613	europepmc:0.17693720172751137;expression_atlas:0.028950288744827444	False	False	False	False	True	False	False	False	True	True
EXOSC9	ENSG00000123737	ENSG00000123737	QUAD	M151	motor10_demog_slope	0.034	per_module	EXOSC9	exosome component 9		enzyme;Alzheimer_evidence	2	0.0205517306882047	europepmc:0.16903018212719623	False	False	False	False	False	True	False	False	False	True
TUBGCP5	ENSG00000275835	ENSG00000275835	QUAD	cross_motor10_demog_slope	motor10_demog_slope	0.034	cross_module	TUBGCP5	tubulin gamma complex component 5		Alzheimer_evidence	1	0.0046197481835587	europepmc:0.037995674850726316	False	False	False	False	False	False	False	False	False	True
ENSG00000226380	ENSG00000226380	ENSG00000226380	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.034	cross_module					0	0.0		False	False	False	False	False	False	False	False	False	False
GOLPH3	ENSG00000113384	ENSG00000113384	VH	cross_motor10_demog_slope	motor10_demog_slope	0.033	cross_module	GOLPH3	golgi phosphoprotein 3		Alzheimer_evidence	1	0.0543154905998188	gwas_credible_sets:0.08744507395049099;europepmc:0.037995674850726316	False	False	False	False	False	False	False	False	False	True
MYL12B	ENSG00000118680	ENSG00000118680	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.033	cross_module	MYL12B	myosin light chain 12B			0	0.0		False	False	False	False	False	False	False	False	False	False
CHORDC1	ENSG00000110172	ENSG00000110172	VH	cross_motor10_demog_slope	motor10_demog_slope	0.032	cross_module	CHORDC1	cysteine and histidine rich domain containing 1		Alzheimer_evidence	1	0.003695798546847	europepmc:0.030396539880581056	False	False	False	False	False	False	False	False	False	True
PPM1D	ENSG00000170836	ENSG00000170836	VH	cross_motor10_demog_slope	motor10_demog_slope	0.031	cross_module	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D		enzyme;known_drug_target;Alzheimer_evidence	3	0.2795246398741848	crispr_screen:0.3663273437906858;gwas_credible_sets:0.35874713244381035;europepmc:0.17022062333125393	False	False	False	False	False	True	False	False	True	True
AIDA	ENSG00000186063	ENSG00000186063	VH	cross_motor10_demog_slope	motor10_demog_slope	0.028	cross_module	AIDA	axin interactor, dorsalization associated			0	0.0		False	False	False	False	False	False	False	False	False	False
G3BP1	ENSG00000145907	ENSG00000145907	VH	cross_motor10_demog_slope	motor10_demog_slope	0.028	cross_module	G3BP1	G3BP stress granule assembly factor 1		Alzheimer_evidence	1	0.0335707665402056	europepmc:0.27610680913103275	False	False	False	False	False	False	False	False	False	True
PAPOLA	ENSG00000090060	ENSG00000090060	VH	cross_motor10_demog_slope	motor10_demog_slope	0.028	cross_module	PAPOLA	poly(A) polymerase alpha		enzyme;Alzheimer_evidence	2	0.4268370269495066	crispr_screen:0.6972510518916442;europepmc:0.09726892761785938	False	False	False	False	False	True	False	False	False	True
MAP10	ENSG00000212916	ENSG00000212916	QUAD	M151	motor10_demog_slope	0.027	per_module	MAP10	microtubule associated protein 10			0	0.0		False	False	False	False	False	False	False	False	False	False
EDEM3	ENSG00000116406	ENSG00000116406	VH	cross_motor10_demog_slope	motor10_demog_slope	0.026	cross_module	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3			0	0.0		False	False	False	False	False	False	False	False	False	False
P4HA1	ENSG00000122884	ENSG00000122884	VH	cross_motor10_demog_slope	motor10_demog_slope	0.026	cross_module	P4HA1	prolyl 4-hydroxylase subunit alpha 1		enzyme;Alzheimer_evidence	2	0.0079254346615719	europepmc:0.06518369107724604	False	False	False	False	False	True	False	False	False	True
IPP	ENSG00000197429	ENSG00000197429	QUAD	cross_motor10_demog_slope	motor10_demog_slope	0.025	cross_module	IPP	intracisternal A particle-promoted polypeptide		Alzheimer_evidence	1	0.0029566388374776	europepmc:0.024317231904464845	False	False	False	False	False	False	False	False	False	True
