gene_symbol	ensembl_id	ensembl_gene_id_base	tissue	source_module	phenotype	edge_frequency	run_type	hgnc_symbol	hgnc_name	protein_name	target_categories	therapeutic_target_score	open_targets_ad_score	open_targets_ad_datasources	is_kinase	is_gPCR	is_ion_channel	is_nuclear_receptor	is_transporter	is_enzyme	is_receptor	is_transcription_factor	is_known_drug_target	has_ad_evidence
PTP4A2	ENSG00000184007	ENSG00000184007	QUAD	cross_cogng_demog_slope	cogng_demog_slope	0.116	cross_module	PTP4A2	protein tyrosine phosphatase 4A2		enzyme;Alzheimer_evidence	2	0.0045312018193676	expression_atlas:0.03726741462325441	False	False	False	False	False	True	False	False	False	True
PLEKHH1	ENSG00000054690	ENSG00000054690	VH	M154	cogng_demog_slope	0.109	per_module	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1		Alzheimer_evidence	1	0.0070880729942147	expression_atlas:0.05829670928057649	False	False	False	False	False	False	False	False	False	True
ORC3	ENSG00000135336	ENSG00000135336	QUAD	M151	cogng_demog_slope	0.108	per_module	ORC3	origin recognition complex subunit 3		Alzheimer_evidence	1	0.0049797688900258	expression_atlas:0.0409567084739731	False	False	False	False	False	False	False	False	False	True
ENSG00000279207	ENSG00000279207	ENSG00000279207	VH	cross_cogng_demog_slope	cogng_demog_slope	0.107	cross_module					0	0.0		False	False	False	False	False	False	False	False	False	False
TMEM125	ENSG00000179178	ENSG00000179178	VH	M154	cogng_demog_slope	0.098	per_module	TMEM125	transmembrane protein 125			0	0.0		False	False	False	False	False	False	False	False	False	False
NIPAL4	ENSG00000172548	ENSG00000172548	VH	M154	cogng_demog_slope	0.092	per_module	NIPAL4	NIPA like domain containing 4		transporter;known_drug_target;Alzheimer_evidence	3	0.003695798546847	europepmc:0.030396539880581056	False	False	False	False	True	False	False	False	True	True
SAP30L	ENSG00000164576	ENSG00000164576	QUAD	M1779	cogng_demog_slope	0.082	per_module	SAP30L	SAP30 like		Alzheimer_evidence	1	0.3120626072796922	gwas_credible_sets:0.5133192930933803	False	False	False	False	False	False	False	False	False	True
IPP	ENSG00000197429	ENSG00000197429	QUAD	cross_cogng_demog_slope	cogng_demog_slope	0.082	cross_module	IPP	intracisternal A particle-promoted polypeptide		Alzheimer_evidence	1	0.0029566388374776	europepmc:0.024317231904464845	False	False	False	False	False	False	False	False	False	True
MRPS6	ENSG00000243927	ENSG00000243927	VH	M1762	cogng_demog_slope	0.081	per_module	MRPS6	mitochondrial ribosomal protein S6		Alzheimer_evidence	1	0.018478992734235	europepmc:0.15198269940290526	False	False	False	False	False	False	False	False	False	True
STK17A	ENSG00000164543	ENSG00000164543	QUAD	M1779	cogng_demog_slope	0.072	per_module	STK17A	serine/threonine kinase 17a		kinase;enzyme;known_drug_target	3	0.0		True	False	False	False	False	True	False	False	True	False
GJB1	ENSG00000169562	ENSG00000169562	VH	M154	cogng_demog_slope	0.066	per_module	GJB1	gap junction protein beta 1		known_drug_target;Alzheimer_evidence	2	0.0095142173924331	europepmc:0.07825082583257582	False	False	False	False	False	False	False	False	True	True
AGPAT4	ENSG00000026652	ENSG00000026652	VH	M154	cogng_demog_slope	0.065	per_module	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4		enzyme	1	0.0		False	False	False	False	False	True	False	False	False	False
YBX3	ENSG00000060138	ENSG00000060138	VH	cross_cogng_demog_slope	cogng_demog_slope	0.064	cross_module	YBX3	Y-box binding protein 3		Alzheimer_evidence	1	0.0113398174149986	expression_atlas:0.0891283860837367;europepmc:0.01654922726831635	False	False	False	False	False	False	False	False	False	True
DEK	ENSG00000124795	ENSG00000124795	VH	M1762	cogng_demog_slope	0.062	per_module	DEK	DEK proto-oncogene		Alzheimer_evidence	1	0.0589494953114127	europepmc:0.4848372178462395	False	False	False	False	False	False	False	False	False	True
HECA	ENSG00000112406	ENSG00000112406	QUAD	M1779	cogng_demog_slope	0.062	per_module	HECA	HECA ribonucleoprotein granule regulator		Alzheimer_evidence	1	0.0030749281603164	expression_atlas:0.02529011667443806	False	False	False	False	False	False	False	False	False	True
NKAP	ENSG00000101882	ENSG00000101882	QUAD	M151	cogng_demog_slope	0.056	per_module	NKAP	NFKB activating protein			0	0.0		False	False	False	False	False	False	False	False	False	False
SEC14L5	ENSG00000103184	ENSG00000103184	VH	M154	cogng_demog_slope	0.056	per_module	SEC14L5	SEC14 like lipid binding 5		Alzheimer_evidence	1	0.003695798546847	europepmc:0.030396539880581056	False	False	False	False	False	False	False	False	False	True
ATP10B	ENSG00000118322	ENSG00000118322	VH	M154	cogng_demog_slope	0.054	per_module	ATP10B	ATPase phospholipid transporting 10B (putative)		enzyme;known_drug_target	2	0.0		False	False	False	False	False	True	False	False	True	False
CPT2	ENSG00000157184	ENSG00000157184	QUAD	M151	cogng_demog_slope	0.052	per_module	CPT2	carnitine palmitoyltransferase 2		enzyme;known_drug_target;Alzheimer_evidence	3	0.0140766743661908	europepmc:0.11577530223418409	False	False	False	False	False	True	False	False	True	True
SLC38A2	ENSG00000134294	ENSG00000134294	VH	cross_cogng_demog_slope	cogng_demog_slope	0.052	cross_module	SLC38A2	solute carrier family 38 member 2		transporter;known_drug_target;Alzheimer_evidence	3	0.0223931034410613	europepmc:0.17693720172751137;expression_atlas:0.028950288744827444	False	False	False	False	True	False	False	False	True	True
KCMF1	ENSG00000176407	ENSG00000176407	QUAD	M1779	cogng_demog_slope	0.05	per_module	KCMF1	potassium channel modulatory factor 1		ion_channel;transcription_factor	2	0.0		False	False	True	False	False	False	False	True	False	False
KCMF1	ENSG00000176407	ENSG00000176407	QUAD	cross_cogng_demog_slope	cogng_demog_slope	0.05	cross_module	KCMF1	potassium channel modulatory factor 1		ion_channel;transcription_factor	2	0.0		False	False	True	False	False	False	False	True	False	False
CD93	ENSG00000125810	ENSG00000125810	VH	cross_cogng_demog_slope	cogng_demog_slope	0.049	cross_module	CD93	CD93 molecule		Alzheimer_evidence	1	0.0117136281720901	europepmc:0.09634014445484161	False	False	False	False	False	False	False	False	False	True
KLK6	ENSG00000167755	ENSG00000167755	VH	M154	cogng_demog_slope	0.048	per_module	KLK6	kallikrein related peptidase 6		enzyme;known_drug_target;Alzheimer_evidence	3	0.1050834051720276	europepmc:0.8642711109954375	False	False	False	False	False	True	False	False	True	True
ENSG00000279811	ENSG00000279811	ENSG00000279811	VH	M154	cogng_demog_slope	0.047	per_module					0	0.0		False	False	False	False	False	False	False	False	False	False
ZSCAN29	ENSG00000140265	ENSG00000140265	QUAD	M1779	cogng_demog_slope	0.047	per_module	ZSCAN29	zinc finger and SCAN domain containing 29		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
SLC39A14	ENSG00000104635	ENSG00000104635	QUAD	cross_cogng_demog_slope	cogng_demog_slope	0.045	cross_module	SLC39A14	solute carrier family 39 member 14		transporter;known_drug_target;Alzheimer_evidence	3	0.0051741179655858	europepmc:0.04255515583281348	False	False	False	False	True	False	False	False	True	True
SLC30A9	ENSG00000014824	ENSG00000014824	QUAD	M151	cogng_demog_slope	0.044	per_module	SLC30A9	solute carrier family 30 member 9		transporter;known_drug_target;Alzheimer_evidence	3	0.0041618658260667	expression_atlas:0.03422976630249267	False	False	False	False	True	False	False	False	True	True
CDADC1	ENSG00000102543	ENSG00000102543	VH	M1762	cogng_demog_slope	0.043	per_module	CDADC1	cytidine and dCMP deaminase domain containing 1		Alzheimer_evidence	1	0.0024140219773948	expression_atlas:0.019854414243189972	False	False	False	False	False	False	False	False	False	True
DLG2	ENSG00000150672	ENSG00000150672	VH	M154	cogng_demog_slope	0.042	per_module	DLG2	discs large MAGUK scaffold protein 2		enzyme;Alzheimer_evidence	2	0.2667895308748997	gwas_credible_sets:0.4236767625858741;europepmc:0.3034351509348028	False	False	False	False	False	True	False	False	False	True
DHRS7	ENSG00000100612	ENSG00000100612	QUAD	M1779	cogng_demog_slope	0.042	per_module	DHRS7	dehydrogenase/reductase 7		enzyme;Alzheimer_evidence	2	0.00311913290955	expression_atlas:0.025653683953865893	False	False	False	False	False	True	False	False	False	True
ZNF536	ENSG00000198597	ENSG00000198597	VH	M154	cogng_demog_slope	0.041	per_module	ZNF536	zinc finger protein 536		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
YY1	ENSG00000100811	ENSG00000100811	QUAD	cross_cogng_demog_slope	cogng_demog_slope	0.041	cross_module	YY1	YY1 transcription factor		transcription_factor;Alzheimer_evidence	2	0.0492280262994915	europepmc:0.4048818261296663	False	False	False	False	False	False	False	True	False	True
IPP	ENSG00000197429	ENSG00000197429	QUAD	M151	cogng_demog_slope	0.04	per_module	IPP	intracisternal A particle-promoted polypeptide		Alzheimer_evidence	1	0.0029566388374776	europepmc:0.024317231904464845	False	False	False	False	False	False	False	False	False	True
SOCS5	ENSG00000171150	ENSG00000171150	VH	M1762	cogng_demog_slope	0.04	per_module	SOCS5	suppressor of cytokine signaling 5		Alzheimer_evidence	1	0.0099581238623378	europepmc:0.08190178801156561	False	False	False	False	False	False	False	False	False	True
GID4	ENSG00000141034	ENSG00000141034	QUAD	M1779	cogng_demog_slope	0.039	per_module	GID4	GID complex subunit 4 homolog			0	0.0		False	False	False	False	False	False	False	False	False	False
CARNS1	ENSG00000172508	ENSG00000172508	VH	M154	cogng_demog_slope	0.038	per_module	CARNS1	carnosine synthase 1		enzyme;Alzheimer_evidence	2	0.0121961352045951	europepmc:0.10030858160591748	False	False	False	False	False	True	False	False	False	True
PDS5B	ENSG00000083642	ENSG00000083642	VH	M1762	cogng_demog_slope	0.038	per_module	PDS5B	PDS5 cohesin associated factor B		Alzheimer_evidence	1	0.0256173612152979	europepmc:0.2106930699673461	False	False	False	False	False	False	False	False	False	True
MOG	ENSG00000204655	ENSG00000204655	VH	M154	cogng_demog_slope	0.037	per_module	MOG	myelin oligodendrocyte glycoprotein		Alzheimer_evidence	1	0.1152724252506669	europepmc:0.9480719327227538	False	False	False	False	False	False	False	False	False	True
TMEM144	ENSG00000164124	ENSG00000164124	VH	M154	cogng_demog_slope	0.036	per_module	TMEM144	transmembrane protein 144		Alzheimer_evidence	1	0.0047294510997554	expression_atlas:0.034338458703943336;europepmc:0.01823792392834863	False	False	False	False	False	False	False	False	False	True
RPS6KA3	ENSG00000177189	ENSG00000177189	VH	M1762	cogng_demog_slope	0.036	per_module	RPS6KA3	ribosomal protein S6 kinase A3		kinase;enzyme;known_drug_target;Alzheimer_evidence	4	0.0473269589359324	europepmc:0.38924626883410074	True	False	False	False	False	True	False	False	True	True
OSMR	ENSG00000145623	ENSG00000145623	VH	cross_cogng_demog_slope	cogng_demog_slope	0.036	cross_module	OSMR	oncostatin M receptor		receptor;known_drug_target;Alzheimer_evidence	3	0.0161210603508739	europepmc:0.12046391141230324;expression_atlas:0.048502757452218624	False	False	False	False	False	False	True	False	True	True
PCBD2	ENSG00000132570	ENSG00000132570	QUAD	M151	cogng_demog_slope	0.035	per_module	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2		enzyme	1	0.0		False	False	False	False	False	True	False	False	False	False
ZBTB38	ENSG00000177311	ENSG00000177311	VH	M1762	cogng_demog_slope	0.035	per_module	ZBTB38	zinc finger and BTB domain containing 38		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
EXOC5	ENSG00000070367	ENSG00000070367	QUAD	M1779	cogng_demog_slope	0.035	per_module	EXOC5	exocyst complex component 5		Alzheimer_evidence	1	0.0061771860662876	europepmc:0.04255515583281348;expression_atlas:0.03299941719164523	False	False	False	False	False	False	False	False	False	True
PTP4A2	ENSG00000184007	ENSG00000184007	QUAD	M1779	cogng_demog_slope	0.034	per_module	PTP4A2	protein tyrosine phosphatase 4A2		enzyme;Alzheimer_evidence	2	0.0045312018193676	expression_atlas:0.03726741462325441	False	False	False	False	False	True	False	False	False	True
KBTBD12	ENSG00000187715	ENSG00000187715	QUAD	cross_cogng_demog_slope	cogng_demog_slope	0.033	cross_module	KBTBD12	kelch repeat and BTB domain containing 12			0	0.0		False	False	False	False	False	False	False	False	False	False
PRDM4	ENSG00000110851	ENSG00000110851	QUAD	M1779	cogng_demog_slope	0.032	per_module	PRDM4	PR/SET domain 4		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
ENSG00000269707	ENSG00000269707	ENSG00000269707	SMA	M148	cogng_demog_slope	0.03	per_module	ENSG00000269707	novel transcript, sense overlapping POU3F3		Alzheimer_evidence	1	0.007391597093694	europepmc:0.06079307976116211	False	False	False	False	False	False	False	False	False	True
SGK2	ENSG00000101049	ENSG00000101049	VH	M154	cogng_demog_slope	0.03	per_module	SGK2	serum/glucocorticoid regulated kinase 2		kinase;enzyme;known_drug_target;Alzheimer_evidence	4	0.004250168328874	europepmc:0.03495602086266821	True	False	False	False	False	True	False	False	True	True
RAF1	ENSG00000132155	ENSG00000132155	QUAD	M1779	cogng_demog_slope	0.029	per_module	RAF1	Raf-1 proto-oncogene, serine/threonine kinase		kinase;enzyme;known_drug_target;Alzheimer_evidence	4	0.0517985410793026	europepmc:0.4208079112536014;expression_atlas:0.02086169201683712	True	False	False	False	False	True	False	False	True	True
PURB	ENSG00000146676	ENSG00000146676	QUAD	M1779	cogng_demog_slope	0.029	per_module	PURB	purine rich element binding protein B		Alzheimer_evidence	1	0.0042261978360682	expression_atlas:0.034758872660109276	False	False	False	False	False	False	False	False	False	True
MOG	ENSG00000204655	ENSG00000204655	VH	cross_cogng_demog_slope	cogng_demog_slope	0.029	cross_module	MOG	myelin oligodendrocyte glycoprotein		Alzheimer_evidence	1	0.1152724252506669	europepmc:0.9480719327227538	False	False	False	False	False	False	False	False	False	True
CCNE2	ENSG00000175305	ENSG00000175305	VH	cross_cogng_demog_slope	cogng_demog_slope	0.029	cross_module	CCNE2	cyclin E2		Alzheimer_evidence	1	0.0193124955279195	gwas_credible_sets:0.030469403128339644;europepmc:0.025963711147996317	False	False	False	False	False	False	False	False	False	True
EXOSC9	ENSG00000123737	ENSG00000123737	QUAD	M151	cogng_demog_slope	0.028	per_module	EXOSC9	exosome component 9		enzyme;Alzheimer_evidence	2	0.0205517306882047	europepmc:0.16903018212719623	False	False	False	False	False	True	False	False	False	True
WAC	ENSG00000095787	ENSG00000095787	VH	M1762	cogng_demog_slope	0.028	per_module	WAC	WW domain containing adaptor with coiled-coil		Alzheimer_evidence	1	0.0066524373843246	europepmc:0.0547137717850459	False	False	False	False	False	False	False	False	False	True
MALT1	ENSG00000172175	ENSG00000172175	VH	M1762	cogng_demog_slope	0.027	per_module	MALT1	MALT1 paracaspase		enzyme;known_drug_target;Alzheimer_evidence	3	0.0845152127149127	europepmc:0.6951055370689214	False	False	False	False	False	True	False	False	True	True
YY1	ENSG00000100811	ENSG00000100811	QUAD	M1779	cogng_demog_slope	0.027	per_module	YY1	YY1 transcription factor		transcription_factor;Alzheimer_evidence	2	0.0492280262994915	europepmc:0.4048818261296663	False	False	False	False	False	False	False	True	False	True
SGK2	ENSG00000101049	ENSG00000101049	VH	cross_cogng_demog_slope	cogng_demog_slope	0.027	cross_module	SGK2	serum/glucocorticoid regulated kinase 2		kinase;enzyme;known_drug_target;Alzheimer_evidence	4	0.004250168328874	europepmc:0.03495602086266821	True	False	False	False	False	True	False	False	True	True
FAM20B	ENSG00000116199	ENSG00000116199	QUAD	M1779	cogng_demog_slope	0.026	per_module	FAM20B	FAM20B glycosaminoglycan xylosylkinase		kinase;enzyme;Alzheimer_evidence	3	0.3622962682225441	gwas_credible_sets:0.5946276044225156;expression_atlas:0.02104110117126057;europepmc:0.012158615952232422	True	False	False	False	False	True	False	False	False	True
HECA	ENSG00000112406	ENSG00000112406	QUAD	cross_cogng_demog_slope	cogng_demog_slope	0.026	cross_module	HECA	HECA ribonucleoprotein granule regulator		Alzheimer_evidence	1	0.0030749281603164	expression_atlas:0.02529011667443806	False	False	False	False	False	False	False	False	False	True
LRRC39	ENSG00000122477	ENSG00000122477	QUAD	cross_cogng_demog_slope	cogng_demog_slope	0.026	cross_module	LRRC39	leucine rich repeat containing 39		Alzheimer_evidence	1	0.007391597093694	europepmc:0.06079307976116211	False	False	False	False	False	False	False	False	False	True
BMI1	ENSG00000168283	ENSG00000168283	VH	M1762	cogng_demog_slope	0.025	per_module	BMI1	BMI1 proto-oncogene, polycomb ring finger		Alzheimer_evidence	1	0.0724992682411355	europepmc:0.596278955811776	False	False	False	False	False	False	False	False	False	True
ENAM	ENSG00000132464	ENSG00000132464	QUAD	M151	cogng_demog_slope	0.024	per_module	ENAM	enamelin		Alzheimer_evidence	1	0.0040653784015317	europepmc:0.03343619386863916	False	False	False	False	False	False	False	False	False	True
TMEM182	ENSG00000170417	ENSG00000170417	QUAD	cross_cogng_demog_slope	cogng_demog_slope	0.023	cross_module	TMEM182	transmembrane protein 182			0	0.0		False	False	False	False	False	False	False	False	False	False
TUBGCP5	ENSG00000275835	ENSG00000275835	QUAD	cross_cogng_demog_slope	cogng_demog_slope	0.022	cross_module	TUBGCP5	tubulin gamma complex component 5		Alzheimer_evidence	1	0.0046197481835587	europepmc:0.037995674850726316	False	False	False	False	False	False	False	False	False	True
AGPAT4	ENSG00000026652	ENSG00000026652	VH	cross_cogng_demog_slope	cogng_demog_slope	0.022	cross_module	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4		enzyme	1	0.0		False	False	False	False	False	True	False	False	False	False
IL4R	ENSG00000077238	ENSG00000077238	VH	cross_cogng_demog_slope	cogng_demog_slope	0.022	cross_module	IL4R	interleukin 4 receptor		receptor;known_drug_target;Alzheimer_evidence	3	0.0903480153137607	europepmc:0.7430781239304802	False	False	False	False	False	False	True	False	True	True
PPM1D	ENSG00000170836	ENSG00000170836	VH	M1762	cogng_demog_slope	0.021	per_module	PPM1D	protein phosphatase, Mg2+/Mn2+ dependent 1D		enzyme;known_drug_target;Alzheimer_evidence	3	0.2795246398741848	crispr_screen:0.3663273437906858;gwas_credible_sets:0.35874713244381035;europepmc:0.17022062333125393	False	False	False	False	False	True	False	False	True	True
NHEJ1	ENSG00000187736	ENSG00000187736	VH	M1762	cogng_demog_slope	0.021	per_module	NHEJ1	non-homologous end joining factor 1			0	0.0		False	False	False	False	False	False	False	False	False	False
AMFR	ENSG00000159461	ENSG00000159461	QUAD	M1779	cogng_demog_slope	0.021	per_module	AMFR	autocrine motility factor receptor		receptor;Alzheimer_evidence	2	0.0755136580723664	europepmc:0.6183162820708196;expression_atlas:0.011019542571927977	False	False	False	False	False	False	True	False	False	True
GSTA4	ENSG00000170899	ENSG00000170899	QUAD	M151	cogng_demog_slope	0.02	per_module	GSTA4	glutathione S-transferase alpha 4		enzyme;Alzheimer_evidence	2	0.2169760331683796	crispr_screen:0.3455182021123373;europepmc:0.20711516457004772;expression_atlas:0.0465812351072666	False	False	False	False	False	True	False	False	False	True
PLEKHH1	ENSG00000054690	ENSG00000054690	VH	cross_cogng_demog_slope	cogng_demog_slope	0.02	cross_module	PLEKHH1	pleckstrin homology, MyTH4 and FERM domain containing H1		Alzheimer_evidence	1	0.0070880729942147	expression_atlas:0.05829670928057649	False	False	False	False	False	False	False	False	False	True
CIRBP	ENSG00000099622	ENSG00000099622	SMA	cross_cogng_demog_slope	cogng_demog_slope	0.02	cross_module	CIRBP	cold inducible RNA binding protein		Alzheimer_evidence	1	0.0582159813789554	europepmc:0.47880434424171897	False	False	False	False	False	False	False	False	False	True
DCAF16	ENSG00000163257	ENSG00000163257	VH	cross_cogng_demog_slope	cogng_demog_slope	0.02	cross_module	DCAF16	DDB1 and CUL4 associated factor 16			0	0.0		False	False	False	False	False	False	False	False	False	False
PLA2G12A	ENSG00000123739	ENSG00000123739	QUAD	M151	motor10_demog_slope	0.889	per_module	PLA2G12A	phospholipase A2 group XIIA		enzyme;known_drug_target	2	0.0		False	False	False	False	False	True	False	False	True	False
TUG1	ENSG00000253352	ENSG00000253352	QUAD	M1970	motor10_demog_slope	0.588	per_module	TUG1	taurine up-regulated 1		Alzheimer_evidence	1	0.0423005380849864	europepmc:0.27959011647171866;gwas_credible_sets:0.054652599377584495	False	False	False	False	False	False	False	False	False	True
TPI1	ENSG00000111669	ENSG00000111669	SMA	M427	motor10_demog_slope	0.515	per_module	TPI1	triosephosphate isomerase 1		enzyme;Alzheimer_evidence	2	0.0211641783214838	europepmc:0.15596162831339644;expression_atlas:0.07242281228911003	False	False	False	False	False	True	False	False	False	True
TATDN3	ENSG00000203705	ENSG00000203705	QUAD	M151	motor10_demog_slope	0.443	per_module	TATDN3	TatD DNase domain containing 3			0	0.0		False	False	False	False	False	False	False	False	False	False
PGAM1	ENSG00000171314	ENSG00000171314	SMA	M427	motor10_demog_slope	0.433	per_module	PGAM1	phosphoglycerate mutase 1		enzyme;Alzheimer_evidence	2	0.0152072516863241	europepmc:0.12507387145106724	False	False	False	False	False	True	False	False	False	True
TUG1	ENSG00000253352	ENSG00000253352	QUAD	cross_motor10_demog_slope	motor10_demog_slope	0.407	cross_module	TUG1	taurine up-regulated 1		Alzheimer_evidence	1	0.0423005380849864	europepmc:0.27959011647171866;gwas_credible_sets:0.054652599377584495	False	False	False	False	False	False	False	False	False	True
CDADC1	ENSG00000102543	ENSG00000102543	VH	M1762	motor10_demog_slope	0.353	per_module	CDADC1	cytidine and dCMP deaminase domain containing 1		Alzheimer_evidence	1	0.0024140219773948	expression_atlas:0.019854414243189972	False	False	False	False	False	False	False	False	False	True
TPI1	ENSG00000111669	ENSG00000111669	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.326	cross_module	TPI1	triosephosphate isomerase 1		enzyme;Alzheimer_evidence	2	0.0211641783214838	europepmc:0.15596162831339644;expression_atlas:0.07242281228911003	False	False	False	False	False	True	False	False	False	True
JMJD6	ENSG00000070495	ENSG00000070495	VH	M1770	motor10_demog_slope	0.259	per_module	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase		known_drug_target;Alzheimer_evidence	2	0.0275505355896125	europepmc:0.22659269523645148	False	False	False	False	False	False	False	False	True	True
APMAP	ENSG00000101474	ENSG00000101474	SMA	M427	motor10_demog_slope	0.233	per_module	APMAP	adipocyte plasma membrane associated protein		Alzheimer_evidence	1	0.0764546172181127	europepmc:0.6168808899097921;expression_atlas:0.047717238112157744	False	False	False	False	False	False	False	False	False	True
APMAP	ENSG00000101474	ENSG00000101474	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.213	cross_module	APMAP	adipocyte plasma membrane associated protein		Alzheimer_evidence	1	0.0764546172181127	europepmc:0.6168808899097921;expression_atlas:0.047717238112157744	False	False	False	False	False	False	False	False	False	True
LINC00472	ENSG00000233237	ENSG00000233237	SMA	M1770	motor10_demog_slope	0.163	per_module	LINC00472	long intergenic non-protein coding RNA 472		Alzheimer_evidence	1	0.0083155467304057	europepmc:0.06839221473130737	False	False	False	False	False	False	False	False	False	True
PCBD2	ENSG00000132570	ENSG00000132570	QUAD	M151	motor10_demog_slope	0.151	per_module	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2		enzyme	1	0.0		False	False	False	False	False	True	False	False	False	False
HP1BP3	ENSG00000127483	ENSG00000127483	VH	M1770	motor10_demog_slope	0.146	per_module	HP1BP3	heterochromatin protein 1 binding protein 3		Alzheimer_evidence	1	0.0999667716158174	gwas_credible_sets:0.15965873697308686;europepmc:0.09558023095782708	False	False	False	False	False	False	False	False	False	True
RESF1	ENSG00000174718	ENSG00000174718	SMA	M1770	motor10_demog_slope	0.14	per_module	RESF1	retroelement silencing factor 1		Alzheimer_evidence	1	0.0049893280382434	europepmc:0.04103532883878443	False	False	False	False	False	False	False	False	False	True
BMI1	ENSG00000168283	ENSG00000168283	VH	M1762	motor10_demog_slope	0.137	per_module	BMI1	BMI1 proto-oncogene, polycomb ring finger		Alzheimer_evidence	1	0.0724992682411355	europepmc:0.596278955811776	False	False	False	False	False	False	False	False	False	True
GSTA4	ENSG00000170899	ENSG00000170899	QUAD	M151	motor10_demog_slope	0.127	per_module	GSTA4	glutathione S-transferase alpha 4		enzyme;Alzheimer_evidence	2	0.2169760331683796	crispr_screen:0.3455182021123373;europepmc:0.20711516457004772;expression_atlas:0.0465812351072666	False	False	False	False	False	True	False	False	False	True
ATF4	ENSG00000128272	ENSG00000128272	VH	M1770	motor10_demog_slope	0.119	per_module	ATF4	activating transcription factor 4		transcription_factor;Alzheimer_evidence	2	0.1051562611812915	europepmc:0.8648703240107196	False	False	False	False	False	False	False	True	False	True
RASSF8	ENSG00000123094	ENSG00000123094	VH	M1762	motor10_demog_slope	0.109	per_module	RASSF8	Ras association domain family member 8		Alzheimer_evidence	1	0.0066095726973905	expression_atlas:0.0543612260092563	False	False	False	False	False	False	False	False	False	True
NF1	ENSG00000196712	ENSG00000196712	QUAD	M1970	motor10_demog_slope	0.108	per_module	NF1	neurofibromin 1		Alzheimer_evidence	1	0.0429943895591182	europepmc:0.3536125306369604	False	False	False	False	False	False	False	False	False	True
PNMA8A	ENSG00000182013	ENSG00000182013	SMA	M427	motor10_demog_slope	0.106	per_module	PNMA8A	PNMA family member 8A		Alzheimer_evidence	1	0.0054582305067493	expression_atlas:0.03729273864600542;europepmc:0.030396539880581056	False	False	False	False	False	False	False	False	False	True
SOCS5	ENSG00000171150	ENSG00000171150	VH	M1762	motor10_demog_slope	0.105	per_module	SOCS5	suppressor of cytokine signaling 5		Alzheimer_evidence	1	0.0099581238623378	europepmc:0.08190178801156561	False	False	False	False	False	False	False	False	False	True
SNU13	ENSG00000100138	ENSG00000100138	SMA	M427	motor10_demog_slope	0.103	per_module	SNU13	small nuclear ribonucleoprotein 13			0	0.0		False	False	False	False	False	False	False	False	False	False
DZIP3	ENSG00000198919	ENSG00000198919	QUAD	cross_motor10_demog_slope	motor10_demog_slope	0.101	cross_module	DZIP3	DAZ interacting zinc finger protein 3		enzyme;transcription_factor;Alzheimer_evidence	3	0.0041522122996368	expression_atlas:0.03415036971271776	False	False	False	False	False	True	False	True	False	True
C3orf70	ENSG00000187068	ENSG00000187068	SMA	M1970	motor10_demog_slope	0.098	per_module	C3orf70	chromosome 3 open reading frame 70		Alzheimer_evidence	1	0.003695798546847	europepmc:0.030396539880581056	False	False	False	False	False	False	False	False	False	True
SNU13	ENSG00000100138	ENSG00000100138	SMA	cross_motor10_demog_slope	motor10_demog_slope	0.098	cross_module	SNU13	small nuclear ribonucleoprotein 13			0	0.0		False	False	False	False	False	False	False	False	False	False
UBA5	ENSG00000081307	ENSG00000081307	QUAD	M151	motor10_demog_slope	0.097	per_module	UBA5	ubiquitin like modifier activating enzyme 5		enzyme;Alzheimer_evidence	2	0.0094037540803107	europepmc:0.07734230702947845	False	False	False	False	False	True	False	False	False	True
JMJD6	ENSG00000070495	ENSG00000070495	VH	cross_motor10_demog_slope	motor10_demog_slope	0.097	cross_module	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase		known_drug_target;Alzheimer_evidence	2	0.0275505355896125	europepmc:0.22659269523645148	False	False	False	False	False	False	False	False	True	True
SRRM1	ENSG00000133226	ENSG00000133226	QUAD	M1970	motor10_demog_slope	0.094	per_module	SRRM1	serine and arginine repetitive matrix 1		Alzheimer_evidence	1	0.0067336590803467	expression_atlas:0.05538178939775122	False	False	False	False	False	False	False	False	False	True
HP1BP3	ENSG00000127483	ENSG00000127483	SMA	M1770	motor10_demog_slope	0.093	per_module	HP1BP3	heterochromatin protein 1 binding protein 3		Alzheimer_evidence	1	0.0999667716158174	gwas_credible_sets:0.15965873697308686;europepmc:0.09558023095782708	False	False	False	False	False	False	False	False	False	True
ZNF814	ENSG00000204514	ENSG00000204514	QUAD	M1970	motor10_demog_slope	0.092	per_module	ZNF814	zinc finger protein 814		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
