ensembl_gene_id_base	hgnc_symbol	hgnc_name	open_targets_ad_score	open_targets_ad_datasources	is_kinase	is_gPCR	is_ion_channel	is_nuclear_receptor	is_transporter	is_enzyme	is_receptor	is_transcription_factor	is_known_drug_target	has_ad_evidence	target_categories	therapeutic_target_score
ENSG00000142192	APP	amyloid beta precursor protein	0.8696695516607333	clinical_precedence:0.9728005513909271;uniprot_variants:0.9580964074361958;eva:0.9316603833246658;gwas_credible_sets:0.7736137575222262;orphanet:0.607930797611621;uniprot_literature:0.607930797611621;genomics_england:0.607930797611621;reactome:0.607930797611621;europepmc:0.9946238915416176;impc:0.39065633054522775	False	False	False	False	False	True	True	False	True	True	enzyme;receptor;known_drug_target;Alzheimer_evidence	4
ENSG00000080815	PSEN1	presenilin 1	0.8663337248746705	uniprot_variants:0.9953830536655334;genomics_england:0.9549947196932794;eva:0.9444664297638227;clinical_precedence:0.6224689064784766;orphanet:0.607930797611621;uniprot_literature:0.607930797611621;europepmc:0.9712479440116228;impc:0.5711362082603426;expression_atlas:0.04988096311450684	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000143801	PSEN2	presenilin 2	0.8165198525554955	uniprot_variants:0.9471757543886921;eva:0.8908006546040942;genomics_england:0.8126852676405352;clinical_precedence:0.6224689064784766;orphanet:0.607930797611621;uniprot_literature:0.607930797611621;europepmc:0.6934407230492223	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000130203	APOE	apolipoprotein E	0.7749432033461633	gwas_credible_sets:0.9533703527874416;eva:0.7937221161179503;uniprot_variants:0.607930797611621;uniprot_literature:0.607930797611621;crispr_screen:0.2670020417823128;europepmc:0.9985595575618875;impc:0.2687054125443365;expression_atlas:0.017251532679053088	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000176884	GRIN1	glutamate ionotropic receptor NMDA type subunit 1	0.7000358051327009	clinical_precedence:0.98731997197959;crispr_screen:0.5815977506239859;europepmc:0.845385026295666	False	False	True	False	False	False	True	False	True	True	ion_channel;receptor;known_drug_target;Alzheimer_evidence	4
ENSG00000137642	SORL1	sortilin related receptor 1	0.6887135105146187	gwas_credible_sets:0.8749085305895158;orphanet:0.607930797611621;uniprot_variants:0.44488713508550437;gene_burden:0.39314961120901953;eva:0.31612401475804297;uniprot_literature:0.3039653988058105;genomics_england:0.3039653988058105;europepmc:0.9718962832472118;impc:0.6326456669186236;expression_atlas:0.04768036208430157	False	False	False	False	False	False	True	False	False	True	receptor;Alzheimer_evidence	2
ENSG00000137845	ADAM10	ADAM metallopeptidase domain 10	0.6816636553816533	uniprot_variants:0.8274613634158176;gwas_credible_sets:0.7799392178316392;uniprot_literature:0.607930797611621;eva:0.381307705835289;europepmc:0.9182294621580723;expression_atlas:0.02040312242200407	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000164885	CDK5	cyclin dependent kinase 5	0.6800338890220147	reactome:0.9513974960387728;crispr_screen:0.5815971262173243;europepmc:0.930828798741009;expression_atlas:0.08977986793197987	True	False	False	False	False	True	False	False	True	True	kinase;enzyme;known_drug_target;Alzheimer_evidence	4
ENSG00000159640	ACE	angiotensin I converting enzyme	0.6341919427542662	gwas_credible_sets:0.8627041643684601;genomics_england:0.607930797611621;europepmc:0.9410215917570464;clinical_precedence:0.12158615952232422	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000087085	ACHE	acetylcholinesterase (Yt blood group)	0.6286789001536538	clinical_precedence:0.9958196835543532;europepmc:0.7661873931901815	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000273079	GRIN2B	glutamate ionotropic receptor NMDA type subunit 2B	0.6274063661175356	clinical_precedence:0.98731997197959;europepmc:0.8797421235159577;expression_atlas:0.03279389384323798	False	False	True	False	False	False	True	False	True	True	ion_channel;receptor;known_drug_target;Alzheimer_evidence	4
ENSG00000114200	BCHE	butyrylcholinesterase	0.6272161725827728	clinical_precedence:0.9857849108966708;europepmc:0.9187613306506756	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000183454	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	0.6151782725819345	clinical_precedence:0.9873578650612647;europepmc:0.48266045640476046;expression_atlas:0.01937961546337943	False	False	True	False	False	False	True	False	True	True	ion_channel;receptor;known_drug_target;Alzheimer_evidence	4
ENSG00000105464	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D	0.6136111345949934	clinical_precedence:0.98731997197959;europepmc:0.44047502064902494	False	False	True	False	False	False	True	False	True	True	ion_channel;receptor;known_drug_target;Alzheimer_evidence	4
ENSG00000198785	GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A	0.6101241550231941	clinical_precedence:0.98731997197959;europepmc:0.3257586882803209	False	False	True	False	False	False	True	False	True	True	ion_channel;receptor;known_drug_target;Alzheimer_evidence	4
ENSG00000138613	APH1B	aph-1B gamma-secretase subunit	0.6090250464013078	gwas_credible_sets:0.8373290004469826;clinical_precedence:0.6224689064784766;europepmc:0.39841780962277046	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000161509	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C	0.6083962283415625	clinical_precedence:0.98731997197959;europepmc:0.2536942298530118;expression_atlas:0.03424116316113702	False	False	True	False	False	False	True	False	True	True	ion_channel;receptor;known_drug_target;Alzheimer_evidence	4
ENSG00000176749	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1	0.6074662113403846	reactome:0.9549947196932794;europepmc:0.884821423360263	True	False	False	False	False	True	False	False	False	True	kinase;enzyme;Alzheimer_evidence	3
ENSG00000010704	HFE	homeostatic iron regulator	0.6048602773233976	eva:0.8270002910534164;genomics_england:0.607930797611621;europepmc:0.7184806570656189	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000101224	CDC25B	cell division cycle 25B	0.5985275901516723	crispr_screen:0.8306790377067967;reactome:0.607930797611621;europepmc:0.0841815285026092	False	False	False	False	False	True	False	False	False	True	enzyme;Alzheimer_evidence	2
ENSG00000203710	CR1	complement C3b/C4b receptor 1 (Knops blood group)	0.5926783768207446	gwas_credible_sets:0.9306243017610282;europepmc:0.8857324840320011	False	False	False	False	False	False	True	False	False	True	receptor;Alzheimer_evidence	2
ENSG00000274286	ADRA2B	adrenoceptor alpha 2B	0.5914859782379777	clinical_precedence:0.8376903849599844;crispr_screen:0.5284734393254834;europepmc:0.14133492203148923	False	False	False	False	False	False	False	False	True	True	known_drug_target;Alzheimer_evidence	2
ENSG00000113161	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	0.584711381261442	crispr_screen:0.8055170751528565;clinical_precedence:0.5612889958615295;europepmc:0.7132248051998049;expression_atlas:0.009364719397570819	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000105383	CD33	CD33 molecule	0.5818249181893902	gwas_credible_sets:0.7943340798757281;crispr_screen:0.5688988359014587;europepmc:0.9224559809881221	False	False	False	False	False	False	False	False	True	True	known_drug_target;Alzheimer_evidence	2
ENSG00000030582	GRN	granulin precursor	0.5810506372714668	gwas_credible_sets:0.8222767294438635;eva:0.4377101742803672;europepmc:0.933885136373018;impc:0.2661521031943677	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000118689	FOXO3	forkhead box O3	0.5736355541079968	reactome:0.9066612367713315;europepmc:0.7385138361884288	False	False	False	False	False	False	False	True	False	True	transcription_factor;Alzheimer_evidence	2
ENSG00000095970	TREM2	triggering receptor expressed on myeloid cells 2	0.5721845302600777	gwas_credible_sets:0.8916865649112139;europepmc:0.9902707924090672	False	False	False	False	False	False	True	False	True	True	receptor;known_drug_target;Alzheimer_evidence	3
ENSG00000064687	ABCA7	ATP binding cassette subfamily A member 7	0.5653009027165964	eva:0.6647944636433635;uniprot_variants:0.607930797611621;uniprot_literature:0.607930797611621;gwas_credible_sets:0.606413438204871;europepmc:0.9563988228083541	False	False	False	False	True	True	False	False	False	True	transporter;enzyme;Alzheimer_evidence	3
ENSG00000004779	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	0.5608605760909913	crispr_screen:0.8136276094564562;gwas_credible_sets:0.4103108276298352;europepmc:0.2470883963813344;expression_atlas:0.07015121357208141	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000120885	CLU	clusterin	0.5557063381395116	gwas_credible_sets:0.864557507334617;europepmc:0.9793720635394302;expression_atlas:0.02558786498941004;eva:0	False	False	False	False	False	False	False	False	True	True	known_drug_target;Alzheimer_evidence	2
ENSG00000136717	BIN1	bridging integrator 1	0.5547057890274468	gwas_credible_sets:0.8638176505362819;europepmc:0.9726250376548885	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000082701	GSK3B	glycogen synthase kinase 3 beta	0.5534786397885884	crispr_screen:0.8434018776286261;europepmc:0.9505200229188614;clinical_precedence:0.17362334710121896;expression_atlas:0.01687786532291258	True	False	False	False	False	True	False	False	True	True	kinase;enzyme;known_drug_target;Alzheimer_evidence	4
ENSG00000147883	CDKN2B	cyclin dependent kinase inhibitor 2B	0.5531421294534669	crispr_screen:0.8142840046102876;gwas_credible_sets:0.37482210579400477;europepmc:0.08492715425528859	True	False	False	False	False	True	False	False	False	True	kinase;enzyme;Alzheimer_evidence	3
ENSG00000197943	PLCG2	phospholipase C gamma 2	0.55138545916762	gwas_credible_sets:0.8613081095728511;europepmc:0.9135820469941067	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000124762	CDKN1A	cyclin dependent kinase inhibitor 1A	0.5503043842101816	crispr_screen:0.865457038266544;europepmc:0.7950377488080165	True	False	False	False	False	True	False	False	False	True	kinase;enzyme;Alzheimer_evidence	3
ENSG00000071051	NCK2	NCK adaptor protein 2	0.5487826684396903	gwas_credible_sets:0.8004527457841842;crispr_screen:0.3903072934014509;europepmc:0.2104312355342073	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000197746	PSAP	prosaposin	0.5479043693118749	crispr_screen:0.865457038266544;europepmc:0.5976559840904925;impc:0.2664560685931735	False	False	False	False	False	False	True	False	True	True	receptor;known_drug_target;Alzheimer_evidence	3
ENSG00000166851	PLK1	polo like kinase 1	0.5419833466167745	crispr_screen:0.865457038266544;europepmc:0.5212882488288074	True	False	False	False	False	True	False	False	True	True	kinase;enzyme;known_drug_target;Alzheimer_evidence	4
ENSG00000135446	CDK4	cyclin dependent kinase 4	0.5419430517035931	crispr_screen:0.865457038266544;europepmc:0.5199626073794966	True	False	False	False	False	True	False	False	True	True	kinase;enzyme;known_drug_target;Alzheimer_evidence	4
ENSG00000166311	SMPD1	sphingomyelin phosphodiesterase 1	0.5416821779169125	crispr_screen:0.8476183455564804;europepmc:0.8681541101780939	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000110077	MS4A6A	membrane spanning 4-domains A6A	0.5383166652061998	gwas_credible_sets:0.8618911618052509;europepmc:0.47197752809661453	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000073060	SCARB1	scavenger receptor class B member 1	0.5345305649908763	crispr_screen:0.748716758811487;gwas_credible_sets:0.4936314592914955;europepmc:0.32119052453309466	False	False	False	False	False	False	True	False	False	True	receptor;Alzheimer_evidence	2
ENSG00000167601	AXL	AXL receptor tyrosine kinase	0.5344078071045751	crispr_screen:0.865457038266544;europepmc:0.2720645035617019	True	False	False	False	False	True	True	False	True	True	kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence	5
ENSG00000168653	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	0.5339588476632112	crispr_screen:0.8648140046499787;europepmc:0.24803800744797783;expression_atlas:0.04976344044409118	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000178394	HTR1A	5-hydroxytryptamine receptor 1A	0.5290229308192081	clinical_precedence:0.8514421029563303;europepmc:0.37520895778458035	False	False	False	False	False	False	True	False	True	True	receptor;known_drug_target;Alzheimer_evidence	3
ENSG00000119421	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	0.5284709157316196	crispr_screen:0.865457038266544;expression_atlas:0.058708508939063986;europepmc:0.04059289031385596	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000178127	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	0.5277532415855091	crispr_screen:0.8628203252428481;europepmc:0.10587366449436345	False	False	False	False	False	True	False	False	False	True	enzyme;Alzheimer_evidence	2
ENSG00000164167	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	0.5268771472813407	crispr_screen:0.865457038266544;europepmc:0.024317231904464845	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000100330	MTMR3	myotubularin related protein 3	0.5262820110553627	crispr_screen:0.8274613634158176;gwas_credible_sets:0.15293033017902088	False	False	False	False	False	True	False	True	False	True	enzyme;transcription_factor;Alzheimer_evidence	3
ENSG00000147889	CDKN2A	cyclin dependent kinase inhibitor 2A	0.5252849051254936	crispr_screen:0.8172794925690077;europepmc:0.8484806391270234;gwas_credible_sets:0.03915232104533109	True	False	False	False	False	True	False	False	False	True	kinase;enzyme;Alzheimer_evidence	3
ENSG00000129757	CDKN1C	cyclin dependent kinase inhibitor 1C	0.5250486731811728	crispr_screen:0.8601093946865037;europepmc:0.07111608244393944	True	False	False	False	False	True	False	False	False	True	kinase;enzyme;Alzheimer_evidence	3
ENSG00000170312	CDK1	cyclin dependent kinase 1	0.5248755708356222	crispr_screen:0.8418708502856196;europepmc:0.4301921661769726	True	False	False	False	False	True	False	False	True	True	kinase;enzyme;known_drug_target;Alzheimer_evidence	4
ENSG00000058729	RIOK2	RIO kinase 2	0.5244154452261425	crispr_screen:0.8626235869056388	True	False	False	False	False	True	False	False	True	True	kinase;enzyme;known_drug_target;Alzheimer_evidence	4
ENSG00000149295	DRD2	dopamine receptor D2	0.5239248574008657	clinical_precedence:0.8483405272755431;europepmc:0.2695215981874115	False	False	False	False	False	False	True	False	True	True	receptor;known_drug_target;Alzheimer_evidence	3
ENSG00000023228	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	0.5232633839227692	crispr_screen:0.8569595671417235;europepmc:0.06129681997491774;expression_atlas:0.03168564303187851	False	False	False	False	False	True	False	False	False	True	enzyme;Alzheimer_evidence	2
ENSG00000198563	DDX39B	DExD-box helicase 39B	0.5222917544590315	crispr_screen:0.8274613634158176;europepmc:0.619858062121429;expression_atlas:0.030420464862567387	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000147416	ATP6V1B2	ATPase H+ transporting V1 subunit B2	0.5211752723946863	crispr_screen:0.8511121304938736;expression_atlas:0.09402388136863021;europepmc:0.06661908323827347	False	False	False	False	False	False	False	False	True	True	known_drug_target;Alzheimer_evidence	2
ENSG00000073921	PICALM	phosphatidylinositol binding clathrin assembly protein	0.5190691988271273	gwas_credible_sets:0.807712489767195;europepmc:0.9223385553827118	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000198087	CD2AP	CD2 associated protein	0.5188400429995826	gwas_credible_sets:0.8074212452292436;europepmc:0.9206245674257773	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000010256	UQCRC1	ubiquinol-cytochrome c reductase core protein 1	0.5183860713313272	crispr_screen:0.8193144806235529;europepmc:0.6486591694859206;expression_atlas:0.04312285109460208	False	False	False	False	False	True	False	False	False	True	enzyme;Alzheimer_evidence	2
ENSG00000114573	ATP6V1A	ATPase H+ transporting V1 subunit A	0.5182959504544525	crispr_screen:0.8193144806235529;europepmc:0.6544968528832765;expression_atlas:0.023317173481998715	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000184160	ADRA2C	adrenoceptor alpha 2C	0.5163074785207125	clinical_precedence:0.8461452889807548;europepmc:0.06282616715024955	False	False	False	False	False	False	False	False	True	True	known_drug_target;Alzheimer_evidence	2
ENSG00000087586	AURKA	aurora kinase A	0.5155270888510811	crispr_screen:0.8199990055713176;europepmc:0.5600782003562863	True	False	False	False	False	True	False	False	True	True	kinase;enzyme;known_drug_target;Alzheimer_evidence	4
ENSG00000150594	ADRA2A	adrenoceptor alpha 2A	0.5118463597412175	clinical_precedence:0.8376903849599844;europepmc:0.08516021465199891	False	False	False	False	False	False	False	False	True	True	known_drug_target;Alzheimer_evidence	2
ENSG00000005381	MPO	myeloperoxidase	0.5117547282373773	eva:0.7997544896735449;europepmc:0.8408635830617334	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000158864	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	0.5110539411128694	crispr_screen:0.8367191093983722;europepmc:0.07851635642767549	False	False	False	False	False	True	False	False	False	True	enzyme;Alzheimer_evidence	2
ENSG00000087589	CASS4	Cas scaffold protein family member 4	0.5104872560249373	gwas_credible_sets:0.827098722275802;europepmc:0.2522810200892453	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000115020	PIKFYVE	phosphoinositide kinase, FYVE-type zinc finger containing	0.5089489781100042	crispr_screen:0.8169432867688655;europepmc:0.3925271224000752;expression_atlas:0.027575101239446696	True	False	False	False	False	True	False	True	True	True	kinase;enzyme;transcription_factor;known_drug_target;Alzheimer_evidence	5
ENSG00000164615	CAMLG	calcium modulating ligand	0.5075988192398417	crispr_screen:0.812924022683325;europepmc:0.44074982826842524	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000139180	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	0.5062203596018111	crispr_screen:0.8234818375951567;europepmc:0.18424430135490052	False	False	False	False	False	True	False	False	False	True	enzyme;Alzheimer_evidence	2
ENSG00000103510	KAT8	lysine acetyltransferase 8	0.5057098773322191	crispr_screen:0.7599134970145264;gwas_credible_sets:0.24308331585756732;europepmc:0.5026509950853078	False	False	False	False	False	True	False	True	True	True	enzyme;transcription_factor;known_drug_target;Alzheimer_evidence	4
ENSG00000131408	NR1H2	nuclear receptor subfamily 1 group H member 2	0.5047494233888233	crispr_screen:0.8256025897745858;europepmc:0.09343769021400422	False	False	False	True	False	False	True	False	True	True	nuclear_receptor;receptor;known_drug_target;Alzheimer_evidence	4
ENSG00000113712	CSNK1A1	casein kinase 1 alpha 1	0.5040365578291959	crispr_screen:0.8162783847527069;europepmc:0.23222896868996745;expression_atlas:0.05454141221640363	True	False	False	False	False	True	False	False	True	True	kinase;enzyme;known_drug_target;Alzheimer_evidence	4
ENSG00000023516	AKAP11	A-kinase anchoring protein 11	0.5030645574681958	crispr_screen:0.8268950669853377;europepmc:0.012158615952232422	True	False	False	False	False	True	False	False	False	True	kinase;enzyme;Alzheimer_evidence	3
ENSG00000143374	TARS2	threonyl-tRNA synthetase 2, mitochondrial	0.5030392466541774	crispr_screen:0.8274613634158176	False	False	False	False	False	True	False	False	False	True	enzyme;Alzheimer_evidence	2
ENSG00000120539	MASTL	microtubule associated serine/threonine kinase like	0.5030392466541774	crispr_screen:0.8274613634158176	True	False	False	False	False	True	False	False	True	True	kinase;enzyme;known_drug_target;Alzheimer_evidence	4
ENSG00000155097	ATP6V1C1	ATPase H+ transporting V1 subunit C1	0.5029313970500541	crispr_screen:0.8248902582098572;expression_atlas:0.04111922929052129;europepmc:0.015198269940290528	False	False	False	False	False	False	False	False	True	True	known_drug_target;Alzheimer_evidence	2
ENSG00000134824	FADS2	fatty acid desaturase 2	0.5017930585581221	crispr_screen:0.7599134970145264;gwas_credible_sets:0.24808125445669288;europepmc:0.156495059821552	False	False	False	False	False	True	False	False	False	True	enzyme;Alzheimer_evidence	2
ENSG00000167258	CDK12	cyclin dependent kinase 12	0.5016300431916646	crispr_screen:0.8245353999275623;europepmc:0.012158615952232422	True	False	False	False	False	True	False	False	True	True	kinase;enzyme;known_drug_target;Alzheimer_evidence	4
ENSG00000164733	CTSB	cathepsin B	0.5013866040818838	gwas_credible_sets:0.7799707849470338;europepmc:0.895442138552752	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000143393	PI4KB	phosphatidylinositol 4-kinase beta	0.4993421627252597	crispr_screen:0.8213799410837981	True	False	False	False	False	True	False	False	True	True	kinase;enzyme;known_drug_target;Alzheimer_evidence	4
ENSG00000099795	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	0.4981214124775582	crispr_screen:0.8133006747472032;expression_atlas:0.10656396688129041;europepmc:0.03343619386863916	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000139505	MTMR6	myotubularin related protein 6	0.4976720716320659	crispr_screen:0.8186327680506912	False	False	False	False	False	True	False	False	False	True	enzyme;Alzheimer_evidence	2
ENSG00000184845	DRD1	dopamine receptor D1	0.4964918626381651	clinical_precedence:0.639002816156215;crispr_screen:0.607930797611621;gwas_credible_sets:0.20702005637029128;europepmc:0.21629358623565365	False	False	False	False	False	False	True	False	True	True	receptor;known_drug_target;Alzheimer_evidence	3
ENSG00000180596	H2BC4	H2B clustered histone 4	0.4953245841496741	eva:0.8147713293941626	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000141510	TP53	tumor protein p53	0.4951213066941584	crispr_screen:0.7599134970145264;europepmc:0.9533908685136157;gwas_credible_sets:0.06168521677607965	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000198793	MTOR	mechanistic target of rapamycin kinase	0.4937230577264579	crispr_screen:0.7599134970145264;europepmc:0.9093731276437069;clinical_precedence:0.06079307976116211	True	False	False	False	False	True	False	False	True	True	kinase;enzyme;known_drug_target;Alzheimer_evidence	4
ENSG00000130294	KIF1A	kinesin family member 1A	0.4934775830034178	crispr_screen:0.7930237229002853;europepmc:0.34800192907272093;expression_atlas:0.05892000314290202	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000204386	NEU1	neuraminidase 1	0.4886089952304533	crispr_screen:0.7599134970145264;europepmc:0.8762239708602956	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000114026	OGG1	8-oxoguanine DNA glycosylase	0.4877648235381816	reactome:0.7599134970145264;europepmc:0.8484520041960564	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000051382	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	0.4868782401418179	crispr_screen:0.7589592945899599;europepmc:0.8383688053675665	True	False	False	False	False	True	False	False	True	True	kinase;enzyme;known_drug_target;Alzheimer_evidence	4
ENSG00000163513	TGFBR2	transforming growth factor beta receptor 2	0.4830083848043395	crispr_screen:0.7599134970145264;europepmc:0.6919723932755801	True	False	False	False	False	True	True	False	True	True	kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence	5
ENSG00000165733	BMS1	BMS1 ribosome biogenesis factor	0.4824617197451569	crispr_screen:0.7599134970145264;gwas_credible_sets:0.12227092168098067;europepmc:0.14092500290184237	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000176444	CLK2	CDC like kinase 2	0.4823993150445137	crispr_screen:0.7250106593008072;gwas_credible_sets:0.2693525433398516;europepmc:0.052265161627999095	True	False	False	False	False	True	False	False	True	True	kinase;enzyme;known_drug_target;Alzheimer_evidence	4
ENSG00000099194	SCD	stearoyl-CoA desaturase	0.4806305565235538	crispr_screen:0.7599134970145264;europepmc:0.5941320885937474;expression_atlas:0.04413007206341658	False	False	False	False	False	True	False	False	False	True	enzyme;Alzheimer_evidence	2
ENSG00000184967	NOC4L	nucleolar complex associated 4 homolog	0.4791090291238817	crispr_screen:0.7557311588419362;gwas_credible_sets:0.12784610653512002;europepmc:0.01823792392834863	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000082898	XPO1	exportin 1	0.4783128590683893	crispr_screen:0.7599134970145264;europepmc:0.5374967274794863	False	False	False	False	False	False	False	False	True	True	known_drug_target;Alzheimer_evidence	2
ENSG00000042753	AP2S1	adaptor related protein complex 2 subunit sigma 1	0.4773971596481343	crispr_screen:0.7573414194114585;gwas_credible_sets:0.07733631178560592;europepmc:0.3597594552027363;expression_atlas:0.04895403649263028	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000140090	SLC24A4	solute carrier family 24 member 4	0.4770198056518296	gwas_credible_sets:0.7747373101834288;europepmc:0.198480970407757	False	False	False	False	True	False	False	False	True	True	transporter;known_drug_target;Alzheimer_evidence	3
ENSG00000168918	INPP5D	inositol polyphosphate-5-phosphatase D	0.4769343857371123	gwas_credible_sets:0.740119762423912;europepmc:0.8880217401278773	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000179526	SHARPIN	SHANK associated RH domain interactor	0.4765564735652801	gwas_credible_sets:0.7657759212052825;europepmc:0.362465827968054	False	False	False	False	False	False	False	True	False	True	transcription_factor;Alzheimer_evidence	2
ENSG00000106799	TGFBR1	transforming growth factor beta receptor 1	0.4750378558173373	crispr_screen:0.7470115176690084;europepmc:0.668468219317785;expression_atlas:0.04348228890499464	True	False	False	False	False	True	True	False	True	True	kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence	5
ENSG00000075785	RAB7A	RAB7A, member RAS oncogene family	0.474824686168203	crispr_screen:0.7415830107319309;europepmc:0.7893508620710239	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000196396	PTPN1	protein tyrosine phosphatase non-receptor type 1	0.4733977341165619	crispr_screen:0.7599134970145264;europepmc:0.3757965809780271	False	False	False	False	False	True	True	False	True	True	enzyme;receptor;known_drug_target;Alzheimer_evidence	4
ENSG00000141367	CLTC	clathrin heavy chain	0.4728858568785419	crispr_screen:0.7599134970145264;europepmc:0.33223023194077295;expression_atlas:0.06013432186858659	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000131238	PPT1	palmitoyl-protein thioesterase 1	0.4728154732398079	crispr_screen:0.7533302352676176;europepmc:0.4772804391721908;expression_atlas:0.024808225851666886	False	False	False	False	False	True	False	False	True	True	enzyme;known_drug_target;Alzheimer_evidence	3
ENSG00000067533	RRP15	ribosomal RNA processing 15 homolog	0.4726977086145429	crispr_screen:0.7597711864973107;gwas_credible_sets:0.07112260308161489	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000146090	RASGEF1C	RasGEF domain family member 1C	0.4703869592573467	gwas_credible_sets:0.7696007416821729;europepmc:0.08300176710639377	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000110717	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	0.4697485888989902	crispr_screen:0.7599134970145264;europepmc:0.20955364254713432;expression_atlas:0.10393110582995126	False	False	False	False	False	True	False	False	False	True	enzyme;Alzheimer_evidence	2
ENSG00000119616	FCF1	FCF1 rRNA-processing protein	0.4690379000231848	crispr_screen:0.7599134970145264;europepmc:0.23236466042044185	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
ENSG00000147684	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	0.4688652507665982	crispr_screen:0.7683313610658259;europepmc:0.0426193263058947;expression_atlas:0.035343348171134145	False	False	False	False	False	False	False	False	False	True	Alzheimer_evidence	1
