gene_symbol	ensembl_id	ensembl_gene_id_base	tissue	source_module	phenotype	edge_frequency	run_type	hgnc_symbol	hgnc_name	protein_name	target_categories	therapeutic_target_score	open_targets_ad_score	open_targets_ad_datasources	is_kinase	is_gPCR	is_ion_channel	is_nuclear_receptor	is_transporter	is_enzyme	is_receptor	is_transcription_factor	is_known_drug_target	has_ad_evidence
REXO4	ENSG00000148300.11	ENSG00000148300	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.07	cross_module	REXO4	RNA exonuclease 4			0	0.0		False	False	False	False	False	False	False	False	False	False
HDAC7	ENSG00000061273.17	ENSG00000061273	PCGBA23	M34	cogng_demog_slope	0.069	per_module	HDAC7	histone deacetylase 7		known_drug_target;Alzheimer_evidence	2	0.0541629639755995	europepmc:0.4454698148900312	False	False	False	False	False	False	False	False	True	True
CA5BP1	ENSG00000186312.10	ENSG00000186312	AC	M757	cogng_demog_slope	0.069	per_module	CA5BP1	carbonic anhydrase 5B pseudogene 1		Alzheimer_evidence	1	0.003695798546847	europepmc:0.030396539880581056	False	False	False	False	False	False	False	False	False	True
MYO1F	ENSG00000142347.16	ENSG00000142347	AC	M11	cogng_demog_slope	0.067	per_module	MYO1F	myosin IF		Alzheimer_evidence	1	0.0153118987017286	europepmc:0.12593455342190732	False	False	False	False	False	False	False	False	False	True
RECQL	ENSG00000004700.15	ENSG00000004700	PCGBA23	M34	cogng_demog_slope	0.067	per_module	RECQL	RecQ like helicase		Alzheimer_evidence	1	0.0040653784015317	europepmc:0.03343619386863916	False	False	False	False	False	False	False	False	False	True
NUDT9	ENSG00000170502.12	ENSG00000170502	AC	M757	cogng_demog_slope	0.067	per_module	NUDT9	nudix hydrolase 9		enzyme;Alzheimer_evidence	2	0.0072581894375267	expression_atlas:0.059695852439471675	False	False	False	False	False	True	False	False	False	True
ITGB2	ENSG00000160255.17	ENSG00000160255	AC	cross_cogng_demog_slope	cogng_demog_slope	0.067	cross_module	ITGB2	integrin subunit beta 2		known_drug_target;Alzheimer_evidence	2	0.0636401975284074	europepmc:0.5234164626831773	False	False	False	False	False	False	False	False	True	True
ITGB2	ENSG00000160255.17	ENSG00000160255	AC	M11	cogng_demog_slope	0.066	per_module	ITGB2	integrin subunit beta 2		known_drug_target;Alzheimer_evidence	2	0.0636401975284074	europepmc:0.5234164626831773	False	False	False	False	False	False	False	False	True	True
PIK3AP1	ENSG00000155629.14	ENSG00000155629	AC	M11	cogng_demog_slope	0.066	per_module	PIK3AP1	phosphoinositide-3-kinase adaptor protein 1		kinase;enzyme;Alzheimer_evidence	3	0.0018478992734235	europepmc:0.015198269940290528	True	False	False	False	False	True	False	False	False	True
NCKAP1L	ENSG00000123338.12	ENSG00000123338	AC	M11	cogng_demog_slope	0.065	per_module	NCKAP1L	NCK associated protein 1 like		Alzheimer_evidence	1	0.0083155467304057	europepmc:0.06839221473130737	False	False	False	False	False	False	False	False	False	True
EHBP1L1	ENSG00000173442.12	ENSG00000173442	PCGBA23	M34	cogng_demog_slope	0.065	per_module	EHBP1L1	EH domain binding protein 1 like 1			0	0.0		False	False	False	False	False	False	False	False	False	False
MYH9	ENSG00000100345.20	ENSG00000100345	MFBA9BA46	M34	cogng_demog_slope	0.065	per_module	MYH9	myosin heavy chain 9		Alzheimer_evidence	1	0.0560334381262401	europepmc:0.4608537546245295	False	False	False	False	False	False	False	False	False	True
REXO4	ENSG00000148300.11	ENSG00000148300	MFBA9BA46	M757	cogng_demog_slope	0.065	per_module	REXO4	RNA exonuclease 4			0	0.0		False	False	False	False	False	False	False	False	False	False
LYN	ENSG00000254087.7	ENSG00000254087	AC	cross_cogng_demog_slope	cogng_demog_slope	0.065	cross_module	LYN	LYN proto-oncogene, Src family tyrosine kinase		kinase;enzyme;known_drug_target;Alzheimer_evidence	4	0.1021011270490568	clinical_precedence:0.1545157443929537;europepmc:0.2686571349494996	True	False	False	False	False	True	False	False	True	True
PDS5A	ENSG00000121892.14	ENSG00000121892	AC	M757	cogng_demog_slope	0.064	per_module	PDS5A	PDS5 cohesin associated factor A			0	0.0		False	False	False	False	False	False	False	False	False	False
MICALL1	ENSG00000100139.13	ENSG00000100139	PCGBA23	M34	cogng_demog_slope	0.063	per_module	MICALL1	MICAL like 1		Alzheimer_evidence	1	0.0293815984474337	europepmc:0.2416524920506194	False	False	False	False	False	False	False	False	False	True
QRICH2	ENSG00000129646.14	ENSG00000129646	MFBA9BA46	M757	cogng_demog_slope	0.063	per_module	QRICH2	glutamine rich 2			0	0.0		False	False	False	False	False	False	False	False	False	False
RMND5A	ENSG00000153561.12	ENSG00000153561	MFBA9BA46	M757	cogng_demog_slope	0.063	per_module	RMND5A	required for meiotic nuclear division 5 homolog A		Alzheimer_evidence	1	0.0162615136061268	europepmc:0.13374477547455663	False	False	False	False	False	False	False	False	False	True
EFHD2	ENSG00000142634.12	ENSG00000142634	AC	M34	cogng_demog_slope	0.062	per_module	EFHD2	EF-hand domain family member D2		Alzheimer_evidence	1	0.0646617555445483	europepmc:0.5318183895155919	False	False	False	False	False	False	False	False	False	True
LAMC1	ENSG00000135862.5	ENSG00000135862	MFBA9BA46	M34	cogng_demog_slope	0.062	per_module	LAMC1	laminin subunit gamma 1		Alzheimer_evidence	1	0.0470187704015537	europepmc:0.38671153514739226	False	False	False	False	False	False	False	False	False	True
TPCN1	ENSG00000186815.12	ENSG00000186815	PCGBA23	M935	cogng_demog_slope	0.062	per_module	TPCN1	two pore segment channel 1		known_drug_target;Alzheimer_evidence	2	0.0314602789103957	europepmc:0.25874884965520606	False	False	False	False	False	False	False	False	True	True
NUDT9	ENSG00000170502.12	ENSG00000170502	AC	cross_cogng_demog_slope	cogng_demog_slope	0.062	cross_module	NUDT9	nudix hydrolase 9		enzyme;Alzheimer_evidence	2	0.0072581894375267	expression_atlas:0.059695852439471675	False	False	False	False	False	True	False	False	False	True
ELK4	ENSG00000158711.13	ENSG00000158711	PCGBA23	M34	cogng_demog_slope	0.061	per_module	ELK4	ETS transcription factor ELK4		transcription_factor;Alzheimer_evidence	2	0.0175705915861494	europepmc:0.14205316304191545;expression_atlas:0.009833127226279135	False	False	False	False	False	False	False	True	False	True
FKBP4	ENSG00000004478.7	ENSG00000004478	AC	cross_cogng_demog_slope	cogng_demog_slope	0.061	cross_module	FKBP4	FKBP prolyl isomerase 4		enzyme;known_drug_target;Alzheimer_evidence	3	0.0895901298167449	europepmc:0.736844803460508	False	False	False	False	False	True	False	False	True	True
TTYH1	ENSG00000167614.13	ENSG00000167614	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.061	cross_module	TTYH1	tweety family member 1			0	0.0		False	False	False	False	False	False	False	False	False	False
GPSM3	ENSG00000213654.9	ENSG00000213654	AC	M11	cogng_demog_slope	0.06	per_module	GPSM3	G protein signaling modulator 3		Alzheimer_evidence	1	0.003695798546847	europepmc:0.030396539880581056	False	False	False	False	False	False	False	False	False	True
LAMC1	ENSG00000135862.5	ENSG00000135862	PCGBA23	M34	cogng_demog_slope	0.06	per_module	LAMC1	laminin subunit gamma 1		Alzheimer_evidence	1	0.0470187704015537	europepmc:0.38671153514739226	False	False	False	False	False	False	False	False	False	True
GPSM3	ENSG00000213654.9	ENSG00000213654	AC	cross_cogng_demog_slope	cogng_demog_slope	0.06	cross_module	GPSM3	G protein signaling modulator 3		Alzheimer_evidence	1	0.003695798546847	europepmc:0.030396539880581056	False	False	False	False	False	False	False	False	False	True
PTPRC	ENSG00000081237.18	ENSG00000081237	AC	M11	cogng_demog_slope	0.059	per_module	PTPRC	protein tyrosine phosphatase receptor type C		enzyme;receptor;known_drug_target;Alzheimer_evidence	4	0.0384346501066185	europepmc:0.31611040481594993	False	False	False	False	False	True	True	False	True	True
TYROBP	ENSG00000011600.11	ENSG00000011600	AC	M11	cogng_demog_slope	0.059	per_module	TYROBP	transmembrane immune signaling adaptor TYROBP		Alzheimer_evidence	1	0.1032929489481936	europepmc:0.8495452883288761	False	False	False	False	False	False	False	False	False	True
BDNF-AS	ENSG00000245573.7	ENSG00000245573	PCGBA23	M935	cogng_demog_slope	0.059	per_module	BDNF-AS	BDNF antisense RNA			0	0.0		False	False	False	False	False	False	False	False	False	False
APH1B	ENSG00000138613.13	ENSG00000138613	PCGBA23	M935	cogng_demog_slope	0.059	per_module	APH1B	aph-1B gamma-secretase subunit		Alzheimer_evidence	1	0.6090250464013078	gwas_credible_sets:0.8373290004469826;clinical_precedence:0.6224689064784766;europepmc:0.39841780962277046	False	False	False	False	False	False	False	False	False	True
DOCK2	ENSG00000134516.15	ENSG00000134516	AC	M11	cogng_demog_slope	0.058	per_module	DOCK2	dedicator of cytokinesis 2		Alzheimer_evidence	1	0.0317133417210033	europepmc:0.26083019519323275	False	False	False	False	False	False	False	False	False	True
INAFM1	ENSG00000257704.3	ENSG00000257704	AC	M34	cogng_demog_slope	0.058	per_module	INAFM1	InaF motif containing 1		Alzheimer_evidence	1	0.0079586854068323	expression_atlas:0.06545716583285173	False	False	False	False	False	False	False	False	False	True
RBM4B	ENSG00000173914.11	ENSG00000173914	AC	M757	cogng_demog_slope	0.058	per_module	RBM4B	RNA binding motif protein 4B		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
KAT2A	ENSG00000108773.10	ENSG00000108773	AC	cross_cogng_demog_slope	cogng_demog_slope	0.058	cross_module	KAT2A	lysine acetyltransferase 2A		known_drug_target;Alzheimer_evidence	2	0.0044144260420672	europepmc:0.03630697819069404	False	False	False	False	False	False	False	False	True	True
DDX17	ENSG00000100201.20	ENSG00000100201	AC	cross_cogng_demog_slope	cogng_demog_slope	0.058	cross_module	DDX17	DEAD-box helicase 17		enzyme;Alzheimer_evidence	2	0.0484356984999865	europepmc:0.3983652307982751	False	False	False	False	False	True	False	False	False	True
PDS5A	ENSG00000121892.14	ENSG00000121892	AC	cross_cogng_demog_slope	cogng_demog_slope	0.057	cross_module	PDS5A	PDS5 cohesin associated factor A			0	0.0		False	False	False	False	False	False	False	False	False	False
MAP2K3	ENSG00000034152.18	ENSG00000034152	MFBA9BA46	M34	cogng_demog_slope	0.056	per_module	MAP2K3	mitogen-activated protein kinase kinase 3		kinase;enzyme;known_drug_target;Alzheimer_evidence	4	0.039121932578943	gwas_credible_sets:0.05868192801034849;europepmc:0.11341360864650654	True	False	False	False	False	True	False	False	True	True
FGFR3	ENSG00000068078.17	ENSG00000068078	PCGBA23	M935	cogng_demog_slope	0.055	per_module	FGFR3	fibroblast growth factor receptor 3		kinase;enzyme;receptor;known_drug_target;Alzheimer_evidence	5	0.3587599808568034	clinical_precedence:0.5454490211904267;europepmc:0.8702077313159343;expression_atlas:0.05280835477883369	True	False	False	False	False	True	True	False	True	True
STIP1	ENSG00000168439.16	ENSG00000168439	AC	cross_cogng_demog_slope	cogng_demog_slope	0.055	cross_module	STIP1	stress induced phosphoprotein 1		Alzheimer_evidence	1	0.0532351040496763	europepmc:0.4378385192757235	False	False	False	False	False	False	False	False	False	True
SESN2	ENSG00000130766.4	ENSG00000130766	AC	M34	cogng_demog_slope	0.054	per_module	SESN2	sestrin 2		Alzheimer_evidence	1	0.0395745401818148	europepmc:0.3254855679074938	False	False	False	False	False	False	False	False	False	True
HIVEP3	ENSG00000127124.14	ENSG00000127124	AC	M34	cogng_demog_slope	0.054	per_module	HIVEP3	HIVEP zinc finger 3		transcription_factor;Alzheimer_evidence	2	0.0104768455092704	europepmc:0.0805508306835398;expression_atlas:0.02246898373331527	False	False	False	False	False	False	False	True	False	True
RBM4	ENSG00000173933.19	ENSG00000173933	MFBA9BA46	M757	cogng_demog_slope	0.054	per_module	RBM4	RNA binding motif protein 4		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
WAS	ENSG00000015285.10	ENSG00000015285	AC	M11	cogng_demog_slope	0.053	per_module	WAS	WASP actin nucleation promoting factor		Alzheimer_evidence	1	0.0090413479298348	europepmc:0.07436165403493006	False	False	False	False	False	False	False	False	False	True
ADHFE1	ENSG00000147576.15	ENSG00000147576	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.052	cross_module	ADHFE1	alcohol dehydrogenase iron containing 1		enzyme	1	0.0		False	False	False	False	False	True	False	False	False	False
NUDT9	ENSG00000170502.12	ENSG00000170502	MFBA9BA46	M757	cogng_demog_slope	0.051	per_module	NUDT9	nudix hydrolase 9		enzyme;Alzheimer_evidence	2	0.0072581894375267	expression_atlas:0.059695852439471675	False	False	False	False	False	True	False	False	False	True
ZNF605	ENSG00000196458.10	ENSG00000196458	MFBA9BA46	M757	cogng_demog_slope	0.05	per_module	ZNF605	zinc finger protein 605		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
KAT2A	ENSG00000108773.10	ENSG00000108773	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.05	cross_module	KAT2A	lysine acetyltransferase 2A		known_drug_target;Alzheimer_evidence	2	0.0044144260420672	europepmc:0.03630697819069404	False	False	False	False	False	False	False	False	True	True
EFHD2	ENSG00000142634.12	ENSG00000142634	AC	cross_cogng_demog_slope	cogng_demog_slope	0.049	cross_module	EFHD2	EF-hand domain family member D2		Alzheimer_evidence	1	0.0646617555445483	europepmc:0.5318183895155919	False	False	False	False	False	False	False	False	False	True
CHORDC1	ENSG00000110172.11	ENSG00000110172	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.049	cross_module	CHORDC1	cysteine and histidine rich domain containing 1		Alzheimer_evidence	1	0.003695798546847	europepmc:0.030396539880581056	False	False	False	False	False	False	False	False	False	True
VAMP8	ENSG00000118640.10	ENSG00000118640	AC	M11	cogng_demog_slope	0.048	per_module	VAMP8	vesicle associated membrane protein 8		Alzheimer_evidence	1	0.0124503240157616	europepmc:0.10239918807103744	False	False	False	False	False	False	False	False	False	True
MYH9	ENSG00000100345.20	ENSG00000100345	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.048	cross_module	MYH9	myosin heavy chain 9		Alzheimer_evidence	1	0.0560334381262401	europepmc:0.4608537546245295	False	False	False	False	False	False	False	False	False	True
DNAJA1	ENSG00000086061.15	ENSG00000086061	AC	cross_cogng_demog_slope	cogng_demog_slope	0.048	cross_module	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1		Alzheimer_evidence	1	0.0316703561290957	europepmc:0.260476655019939	False	False	False	False	False	False	False	False	False	True
FAM167A	ENSG00000154319.14	ENSG00000154319	PCGBA23	M935	cogng_demog_slope	0.047	per_module	FAM167A	family with sequence similarity 167 member A		Alzheimer_evidence	1	0.0024454540593838	expression_atlas:0.020112931183872532	False	False	False	False	False	False	False	False	False	True
REXO4	ENSG00000148300.11	ENSG00000148300	MFBA9BA46	cross_cogng_demog_slope	cogng_demog_slope	0.047	cross_module	REXO4	RNA exonuclease 4			0	0.0		False	False	False	False	False	False	False	False	False	False
CHORDC1	ENSG00000110172.11	ENSG00000110172	MFBA9BA46	cross_cogng_demog_slope	cogng_demog_slope	0.047	cross_module	CHORDC1	cysteine and histidine rich domain containing 1		Alzheimer_evidence	1	0.003695798546847	europepmc:0.030396539880581056	False	False	False	False	False	False	False	False	False	True
TTYH1	ENSG00000167614.13	ENSG00000167614	MFBA9BA46	cross_cogng_demog_slope	cogng_demog_slope	0.047	cross_module	TTYH1	tweety family member 1			0	0.0		False	False	False	False	False	False	False	False	False	False
EPHX2	ENSG00000120915.13	ENSG00000120915	PCGBA23	M935	cogng_demog_slope	0.046	per_module	EPHX2	epoxide hydrolase 2		enzyme;known_drug_target;Alzheimer_evidence	3	0.3534262468160848	gwas_credible_sets:0.5393069379396056;europepmc:0.8410480264338118	False	False	False	False	False	True	False	False	True	True
NCKAP1L	ENSG00000123338.12	ENSG00000123338	AC	cross_cogng_demog_slope	cogng_demog_slope	0.046	cross_module	NCKAP1L	NCK associated protein 1 like		Alzheimer_evidence	1	0.0083155467304057	europepmc:0.06839221473130737	False	False	False	False	False	False	False	False	False	True
ARHGAP35	ENSG00000160007.18	ENSG00000160007	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.046	cross_module	ARHGAP35	Rho GTPase activating protein 35		Alzheimer_evidence	1	0.0368603978612456	gwas_credible_sets:0.05972065936099;europepmc:0.01823792392834863	False	False	False	False	False	False	False	False	False	True
EIF2B5	ENSG00000145191.12	ENSG00000145191	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.046	cross_module	EIF2B5	eukaryotic translation initiation factor 2B subunit epsilon		Alzheimer_evidence	1	0.0334235116114304	europepmc:0.274895693249474	False	False	False	False	False	False	False	False	False	True
CREBL2	ENSG00000111269.2	ENSG00000111269	AC	cross_cogng_demog_slope	cogng_demog_slope	0.045	cross_module	CREBL2	cAMP responsive element binding protein like 2			0	0.0		False	False	False	False	False	False	False	False	False	False
EPHX2	ENSG00000120915.13	ENSG00000120915	MFBA9BA46	M935	cogng_demog_slope	0.044	per_module	EPHX2	epoxide hydrolase 2		enzyme;known_drug_target;Alzheimer_evidence	3	0.3534262468160848	gwas_credible_sets:0.5393069379396056;europepmc:0.8410480264338118	False	False	False	False	False	True	False	False	True	True
ZBTB44	ENSG00000196323.12	ENSG00000196323	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.043	cross_module	ZBTB44	zinc finger and BTB domain containing 44		transcription_factor	1	0.0		False	False	False	False	False	False	False	True	False	False
IDH2	ENSG00000182054.9	ENSG00000182054	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.042	cross_module	IDH2	isocitrate dehydrogenase (NADP(+)) 2		enzyme;known_drug_target;Alzheimer_evidence	3	0.0282282013836058	europepmc:0.23216623910571763	False	False	False	False	False	True	False	False	True	True
CLIP2	ENSG00000106665.15	ENSG00000106665	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.042	cross_module	CLIP2	CAP-Gly domain containing linker protein 2		Alzheimer_evidence	1	0.0120832080267748	europepmc:0.09937979844289972	False	False	False	False	False	False	False	False	False	True
PYCR2	ENSG00000143811.18	ENSG00000143811	PCGBA23	M935	cogng_demog_slope	0.041	per_module	PYCR2	pyrroline-5-carboxylate reductase 2		enzyme	1	0.0		False	False	False	False	False	True	False	False	False	False
INAFM1	ENSG00000257704.3	ENSG00000257704	AC	cross_cogng_demog_slope	cogng_demog_slope	0.041	cross_module	INAFM1	InaF motif containing 1		Alzheimer_evidence	1	0.0079586854068323	expression_atlas:0.06545716583285173	False	False	False	False	False	False	False	False	False	True
LAMC1	ENSG00000135862.5	ENSG00000135862	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.04	cross_module	LAMC1	laminin subunit gamma 1		Alzheimer_evidence	1	0.0470187704015537	europepmc:0.38671153514739226	False	False	False	False	False	False	False	False	False	True
CA5BP1	ENSG00000186312.10	ENSG00000186312	AC	cross_cogng_demog_slope	cogng_demog_slope	0.038	cross_module	CA5BP1	carbonic anhydrase 5B pseudogene 1		Alzheimer_evidence	1	0.003695798546847	europepmc:0.030396539880581056	False	False	False	False	False	False	False	False	False	True
RECQL	ENSG00000004700.15	ENSG00000004700	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.038	cross_module	RECQL	RecQ like helicase		Alzheimer_evidence	1	0.0040653784015317	europepmc:0.03343619386863916	False	False	False	False	False	False	False	False	False	True
ZFP91	ENSG00000186660.14	ENSG00000186660	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.038	cross_module	ZFP91	ZFP91 zinc finger protein, atypical E3 ubiquitin ligase		enzyme;transcription_factor;Alzheimer_evidence	3	0.0822843286078196	gwas_credible_sets:0.13359841956841767;expression_atlas:0.03506105774296839	False	False	False	False	False	True	False	True	False	True
LDHD	ENSG00000166816.13	ENSG00000166816	MFBA9BA46	M935	cogng_demog_slope	0.036	per_module	LDHD	lactate dehydrogenase D		enzyme;Alzheimer_evidence	2	0.003695798546847	europepmc:0.030396539880581056	False	False	False	False	False	True	False	False	False	True
BCKDHB	ENSG00000083123.14	ENSG00000083123	PCGBA23	M935	cogng_demog_slope	0.036	per_module	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta		enzyme;Alzheimer_evidence	2	0.0044349582562164	europepmc:0.03647584785669727	False	False	False	False	False	True	False	False	False	True
SESN3	ENSG00000149212.11	ENSG00000149212	AC	cross_cogng_demog_slope	cogng_demog_slope	0.036	cross_module	SESN3	sestrin 3		Alzheimer_evidence	1	0.0096090762218022	europepmc:0.07903100368951074	False	False	False	False	False	False	False	False	False	True
USP31	ENSG00000103404.14	ENSG00000103404	PCGBA23	cross_cogng_demog_slope	cogng_demog_slope	0.034	cross_module	USP31	ubiquitin specific peptidase 31		enzyme	1	0.0		False	False	False	False	False	True	False	False	False	False
POU3F4	ENSG00000196767.6	ENSG00000196767	AC	M740	motor10_demog_slope	0.606	per_module	POU3F4	POU class 3 homeobox 4		transcription_factor;Alzheimer_evidence	2	0.0053589078929281	europepmc:0.044074982826842524	False	False	False	False	False	False	False	True	False	True
TLE4	ENSG00000106829.18	ENSG00000106829	AC	M740	motor10_demog_slope	0.582	per_module	TLE4	TLE family member 4, transcriptional corepressor		Alzheimer_evidence	1	0.0048971985729265	expression_atlas:0.034198290988816445;europepmc:0.024317231904464845	False	False	False	False	False	False	False	False	False	True
RASSF5	ENSG00000266094.7	ENSG00000266094	AC	M34	motor10_demog_slope	0.357	per_module	RASSF5	Ras association domain family member 5			0	0.0		False	False	False	False	False	False	False	False	False	False
DOCK2	ENSG00000134516.15	ENSG00000134516	PCGBA23	cross_motor10_demog_slope	motor10_demog_slope	0.307	cross_module	DOCK2	dedicator of cytokinesis 2		Alzheimer_evidence	1	0.0317133417210033	europepmc:0.26083019519323275	False	False	False	False	False	False	False	False	False	True
FRMD8	ENSG00000126391.13	ENSG00000126391	PCGBA23	M34	motor10_demog_slope	0.297	per_module	FRMD8	FERM domain containing 8		Alzheimer_evidence	1	0.0088617421500939	expression_atlas:0.05981817427968088;europepmc:0.052265161627999095	False	False	False	False	False	False	False	False	False	True
STIP1	ENSG00000168439.16	ENSG00000168439	MFBA9BA46	M751	motor10_demog_slope	0.253	per_module	STIP1	stress induced phosphoprotein 1		Alzheimer_evidence	1	0.0532351040496763	europepmc:0.4378385192757235	False	False	False	False	False	False	False	False	False	True
FKBP4	ENSG00000004478.7	ENSG00000004478	AC	cross_motor10_demog_slope	motor10_demog_slope	0.246	cross_module	FKBP4	FKBP prolyl isomerase 4		enzyme;known_drug_target;Alzheimer_evidence	3	0.0895901298167449	europepmc:0.736844803460508	False	False	False	False	False	True	False	False	True	True
PRICKLE1	ENSG00000139174.11	ENSG00000139174	PCGBA23	M729	motor10_demog_slope	0.23	per_module	PRICKLE1	prickle planar cell polarity protein 1		Alzheimer_evidence	1	0.3031936908691476	gwas_credible_sets:0.4981226682447552;europepmc:0.012158615952232422	False	False	False	False	False	False	False	False	False	True
CDK5	ENSG00000164885.12	ENSG00000164885	PCGBA23	M729	motor10_demog_slope	0.204	per_module	CDK5	cyclin dependent kinase 5		kinase;enzyme;known_drug_target;Alzheimer_evidence	4	0.6800338890220147	reactome:0.9513974960387728;crispr_screen:0.5815971262173243;europepmc:0.930828798741009;expression_atlas:0.08977986793197987	True	False	False	False	False	True	False	False	True	True
MAPT	ENSG00000186868.15	ENSG00000186868	PCGBA23	M740	motor10_demog_slope	0.204	per_module	MAPT	microtubule associated protein tau		enzyme;known_drug_target;Alzheimer_evidence	3	0.3772403441193385	gwas_credible_sets:0.47704670248743064;eva:0.4377101742803672;europepmc:0.9992186381280657;clinical_precedence:0.1896418618285458	False	False	False	False	False	True	False	False	True	True
C3AR1	ENSG00000171860.4	ENSG00000171860	PCGBA23	M10	motor10_demog_slope	0.199	per_module	C3AR1	complement C3a receptor 1		receptor;known_drug_target;Alzheimer_evidence	3	0.0270653187976457	europepmc:0.22260197134260476	False	False	False	False	False	False	True	False	True	True
C1orf216	ENSG00000142686.7	ENSG00000142686	PCGBA23	M729	motor10_demog_slope	0.199	per_module	C1orf216	chromosome 1 open reading frame 216		Alzheimer_evidence	1	0.0037281757582823	expression_atlas:0.03066283015212631	False	False	False	False	False	False	False	False	False	True
JMJD6	ENSG00000070495.14	ENSG00000070495	PCGBA23	M751	motor10_demog_slope	0.197	per_module	JMJD6	jumonji domain containing 6, arginine demethylase and lysine hydroxylase		known_drug_target;Alzheimer_evidence	2	0.0275505355896125	europepmc:0.22659269523645148	False	False	False	False	False	False	False	False	True	True
STIP1	ENSG00000168439.16	ENSG00000168439	AC	cross_motor10_demog_slope	motor10_demog_slope	0.186	cross_module	STIP1	stress induced phosphoprotein 1		Alzheimer_evidence	1	0.0532351040496763	europepmc:0.4378385192757235	False	False	False	False	False	False	False	False	False	True
DOCK2	ENSG00000134516.15	ENSG00000134516	PCGBA23	M10	motor10_demog_slope	0.168	per_module	DOCK2	dedicator of cytokinesis 2		Alzheimer_evidence	1	0.0317133417210033	europepmc:0.26083019519323275	False	False	False	False	False	False	False	False	False	True
PAK1	ENSG00000149269.9	ENSG00000149269	PCGBA23	M729	motor10_demog_slope	0.166	per_module	PAK1	p21 (RAC1) activated kinase 1		kinase;enzyme;known_drug_target;Alzheimer_evidence	4	0.0517781771269512	europepmc:0.40512292713191744;expression_atlas:0.08293168539717304	True	False	False	False	False	True	False	False	True	True
STIP1	ENSG00000168439.16	ENSG00000168439	PCGBA23	M751	motor10_demog_slope	0.161	per_module	STIP1	stress induced phosphoprotein 1		Alzheimer_evidence	1	0.0532351040496763	europepmc:0.4378385192757235	False	False	False	False	False	False	False	False	False	True
FKBP4	ENSG00000004478.7	ENSG00000004478	PCGBA23	M751	motor10_demog_slope	0.16	per_module	FKBP4	FKBP prolyl isomerase 4		enzyme;known_drug_target;Alzheimer_evidence	3	0.0895901298167449	europepmc:0.736844803460508	False	False	False	False	False	True	False	False	True	True
MOAP1	ENSG00000165943.4	ENSG00000165943	PCGBA23	M729	motor10_demog_slope	0.158	per_module	MOAP1	modulator of apoptosis 1		Alzheimer_evidence	1	0.0084613128801214	europepmc:0.06959108597033886	False	False	False	False	False	False	False	False	False	True
FYB1	ENSG00000082074.15	ENSG00000082074	PCGBA23	cross_motor10_demog_slope	motor10_demog_slope	0.147	cross_module	FYB1	FYN binding protein 1		Alzheimer_evidence	1	0.0147700409995892	europepmc:0.12147797954649073	False	False	False	False	False	False	False	False	False	True
EFHD2	ENSG00000142634.12	ENSG00000142634	AC	M34	motor10_demog_slope	0.146	per_module	EFHD2	EF-hand domain family member D2		Alzheimer_evidence	1	0.0646617555445483	europepmc:0.5318183895155919	False	False	False	False	False	False	False	False	False	True
HSP90AA1	ENSG00000080824.18	ENSG00000080824	AC	M751	motor10_demog_slope	0.145	per_module	HSP90AA1	heat shock protein 90 alpha family class A member 1		enzyme;known_drug_target;Alzheimer_evidence	3	0.1068646039603533	europepmc:0.8789207947696724	False	False	False	False	False	True	False	False	True	True
FKBP4	ENSG00000004478.7	ENSG00000004478	AC	M751	motor10_demog_slope	0.143	per_module	FKBP4	FKBP prolyl isomerase 4		enzyme;known_drug_target;Alzheimer_evidence	3	0.0895901298167449	europepmc:0.736844803460508	False	False	False	False	False	True	False	False	True	True
GUCY1B1	ENSG00000061918.12	ENSG00000061918	PCGBA23	M729	motor10_demog_slope	0.137	per_module	GUCY1B1	guanylate cyclase 1 soluble subunit beta 1		enzyme;known_drug_target;Alzheimer_evidence	3	0.0947752492416133	clinical_precedence:0.15198269940290526;expression_atlas:0.0783077804180788	False	False	False	False	False	True	False	False	True	True
SESN2	ENSG00000130766.4	ENSG00000130766	AC	M34	motor10_demog_slope	0.135	per_module	SESN2	sestrin 2		Alzheimer_evidence	1	0.0395745401818148	europepmc:0.3254855679074938	False	False	False	False	False	False	False	False	False	True
