gene_id	tissue	gene_tissue	kME	abs_kME	kME_pval
ENSG00000075426	VH	ENSG00000075426_VH	-0.924520930336919	0.924520930336919	1.0119700049034652e-153
ENSG00000145623	VH	ENSG00000145623_VH	-0.9178661034763562	0.9178661034763562	2.3875488421498327e-147
ENSG00000060138	VH	ENSG00000060138_VH	-0.9171497248738136	0.9171497248738136	1.075395375194287e-146
ENSG00000077238	VH	ENSG00000077238_VH	-0.9044192633718221	0.9044192633718221	5.619696991295372e-136
ENSG00000125810	VH	ENSG00000125810_VH	-0.9035678933767421	0.9035678933767421	2.5825683194052577e-135
ENSG00000067182	VH	ENSG00000067182_VH	-0.8963667154164453	0.8963667154164453	6.0091915473409685e-130
ENSG00000158710	VH	ENSG00000158710_VH	-0.8945696895158808	0.8945696895158808	1.1390508546237217e-128
ENSG00000168610	VH	ENSG00000168610_VH	-0.891791047138927	0.891791047138927	9.713983733901229e-127
ENSG00000072110	VH	ENSG00000072110_VH	-0.8865342436957855	0.8865342436957855	3.163052438211712e-123
ENSG00000123374	VH	ENSG00000123374_VH	-0.8857763839624545	0.8857763839624545	9.821513997276221e-123
ENSG00000161638	VH	ENSG00000161638_VH	-0.8806766215058779	0.8806766215058779	1.6417409343467997e-119
ENSG00000141753	VH	ENSG00000141753_VH	-0.8806636316204248	0.8806636316204248	1.6723416012461707e-119
ENSG00000143570	VH	ENSG00000143570_VH	-0.8742729768624212	0.8742729768624212	1.1470938774018468e-115
ENSG00000185201	VH	ENSG00000185201_VH	-0.8736826888998853	0.8736826888998853	2.5312023818127345e-115
ENSG00000261371	VH	ENSG00000261371_VH	-0.8671615648640231	0.8671615648640231	1.2283320582001992e-111
ENSG00000177464	VH	ENSG00000177464_VH	-0.8648892536238334	0.8648892536238334	2.1281215145586012e-110
ENSG00000165507	VH	ENSG00000165507_VH	-0.8620208064459702	0.8620208064459702	7.241331188404231e-109
ENSG00000131873	VH	ENSG00000131873_VH	-0.8613069654730385	0.8613069654730385	1.7205364435054283e-108
ENSG00000158769	VH	ENSG00000158769_VH	-0.8604938884938006	0.8604938884938006	4.583623827494347e-108
ENSG00000142089	VH	ENSG00000142089_VH	-0.8595625359120371	0.8595625359120371	1.3975245241852908e-107
