Gene	r_cogn_global	p_cogn_global	r_pseudotime	p_pseudotime	r_cogng_demog_slope	p_cogng_demog_slope	r_motor10_demog_slope	p_motor10_demog_slope	r_sqrt_parksc_demog_slope	p_sqrt_parksc_demog_slope	max_abs_r	module_type
ME_M32	0.03823001412610463	0.5355052621312657	-0.019410309970056387	0.7531315307722798	0.0425309943336992	0.4905756652241934	0.05450089601427305	0.376872640608273	-0.09509072556689167	0.12255242491086879	0.09509072556689167	CT
ME_M1567	-0.09357082460381858	0.1286725897098813	0.009904869974445226	0.8725019370681881	-0.09111381935745475	0.1390621438939445	-0.011041472681551461	0.858017855902972	0.0032879449101274848	0.9575159953361253	0.09357082460381858	CT
ME_M1267	-0.09291789528627822	0.13137315112365108	0.027171068176551027	0.6597174318983613	-0.016893640917217317	0.7842936185448246	-0.08221564502318279	0.18210330995009075	0.01665815075622039	0.7872280582022596	0.09291789528627822	TS
ME_M1634	-0.09287392955666972	0.13155655465634244	0.09267756093932514	0.1323781183274075	-0.0584032118317417	0.3436134639834687	0.004078973834582025	0.947308350328646	-0.015904161542365514	0.7966435378901315	0.09287392955666972	CT
ME_M61	0.07573412985774257	0.21914688860581427	0.0014397074980929854	0.9813902637091727	0.09280847866506893	0.1318299492378631	0.013562093553148885	0.8260726095571911	-0.017281235901340716	0.7794704541837391	0.09280847866506893	CT
ME_M1653	-0.0927662142492044	0.13200672419029294	0.014495800513765922	0.8143085739217212	-0.06244801109023872	0.31117330306546004	-0.043024409704868975	0.48555328024868866	0.04198559602183174	0.4961593224980175	0.0927662142492044	CT
ME_M1600	0.04023356696152852	0.5143218333884318	-0.09271657391715082	0.13221458275284453	0.07133564391913237	0.247172083433683	-0.01846895735594166	0.7647438768303416	-0.06085949599764492	0.32366587932394036	0.09271657391715082	CT
ME_M1158	-0.06904535840437118	0.26271342352846283	0.07091669957712213	0.24996602193784231	-0.09248938927969591	0.1331690895763446	0.051840037183063625	0.4006445514133902	0.0034566046537305335	0.9553389279041055	0.09248938927969591	TS
ME_M1996	-0.09133149643926075	0.13811652523256063	0.012721577987063921	0.8366958875263308	-0.08695171580764484	0.15811058281834411	-0.03337642467069643	0.58856885043829	0.032599079669224464	0.5972867036083468	0.09133149643926075	CT
ME_M1402	0.047832227565283325	0.4380942840250549	-0.04702076810178395	0.4459132363020517	-0.007747515272721522	0.9001070699907241	-0.01670185219083323	0.7866832668263181	0.0900844528165826	0.14360111807481052	0.0900844528165826	CT
ME_M1175	0.06340113417723603	0.30383150708309614	-0.0526812662400067	0.3930340008331391	0.06455776201609179	0.2950770432962427	0.0900807275497909	0.14361774731257168	-0.08377269741619577	0.1739358948638976	0.0900807275497909	TS
ME_M1907	0.02071639595821069	0.7371119537209864	0.027747427186544923	0.6529652061018778	-0.08973022905060751	0.14518891748844673	0.04726794123372005	0.44352322584958315	0.025705160800023014	0.6770145928229331	0.08973022905060751	CT
ME_M60	0.024741326595201583	0.6884811941353935	-0.08870903764230814	0.14984121967252018	-0.05048889482168552	0.4130508957249826	-0.0009691166243614435	0.9874725288807951	-0.07028165221566335	0.25424284527022095	0.08870903764230814	CT
ME_M1144	0.048068002806310656	0.4358372180675714	-0.05409821118213809	0.38041358556997573	0.03731881248120136	0.5452818847240896	0.08768253553635141	0.15463079443178357	-0.04830291447792759	0.4335950642328893	0.08768253553635141	TS
ME_M228	-0.08359067833399357	0.1748763742326894	0.06936348569665401	0.2605154564873353	-0.008902534224743873	0.8853105377068176	-0.008743421615279827	0.8873466302961902	0.036933543290365314	0.54944191315059	0.08359067833399357	TS
ME_M590	0.009528631289030393	0.8773060878346086	-0.08291969418086564	0.17837590447929658	0.028353687671137662	0.6458930588774032	0.014751512530589143	0.811093917648533	-0.034567257429781784	0.5753283288991481	0.08291969418086564	CT
ME_M1591	-0.054419740832786834	0.37758463477478893	-0.008784031242380124	0.8868268963318963	0.009789882629573976	0.8739697103062966	-0.0033110826579830707	0.9572173132514636	-0.08271247210665016	0.17946707729823183	0.08271247210665016	CT
ME_M1982	-0.08211272158120858	0.18265298869096291	0.05089915515934986	0.4092601241534883	-0.08162645200443928	0.18526653295110715	-0.05655779898812635	0.35910270838455244	0.020003672657234517	0.7458401666202981	0.08211272158120858	CT
