gene_id	tissue	gene_tissue	kME	abs_kME	kME_pval
ENSG00000196876.15	PCGBA23	ENSG00000196876.15_PCGBA23	0.9474105548476045	0.9474105548476045	3.0219819847370595e-230
ENSG00000183454.16	PCGBA23	ENSG00000183454.16_PCGBA23	0.9327460863211773	0.9327460863211773	2.2497831960514418e-206
ENSG00000022355.16	PCGBA23	ENSG00000022355.16_PCGBA23	0.9262717956752666	0.9262717956752666	1.6592708366881606e-197
ENSG00000099365.10	PCGBA23	ENSG00000099365.10_PCGBA23	0.9202367701097653	0.9202367701097653	6.089643151894035e-190
ENSG00000164588.6	PCGBA23	ENSG00000164588.6_PCGBA23	0.9152326301295683	0.9152326301295683	4.1392476874660306e-184
ENSG00000145864.12	PCGBA23	ENSG00000145864.12_PCGBA23	0.9131978722263866	0.9131978722263866	7.691439026700881e-182
ENSG00000067842.17	PCGBA23	ENSG00000067842.17_PCGBA23	0.9123964777218947	0.9123964777218947	5.813229056951269e-181
ENSG00000158445.9	PCGBA23	ENSG00000158445.9_PCGBA23	0.9099132480219135	0.9099132480219135	2.714237250876871e-178
ENSG00000148798.10	PCGBA23	ENSG00000148798.10_PCGBA23	0.9087197236195523	0.9087197236195523	4.888557842062584e-177
ENSG00000130540.13	PCGBA23	ENSG00000130540.13_PCGBA23	0.908020469521546	0.908020469521546	2.6107557185306937e-176
ENSG00000185760.15	PCGBA23	ENSG00000185760.15_PCGBA23	0.9073107639649606	0.9073107639649606	1.4102546350714795e-175
ENSG00000006432.15	PCGBA23	ENSG00000006432.15_PCGBA23	0.9037825684738657	0.9037825684738657	5.07422624388064e-172
ENSG00000118402.5	PCGBA23	ENSG00000118402.5_PCGBA23	0.9012023681976387	0.9012023681976387	1.6593011053341805e-169
ENSG00000162989.4	PCGBA23	ENSG00000162989.4_PCGBA23	0.9009787996199295	0.9009787996199295	2.719761694248215e-169
ENSG00000221866.9	PCGBA23	ENSG00000221866.9_PCGBA23	0.9004483352092199	0.9004483352092199	8.743508692396003e-169
ENSG00000157782.9	PCGBA23	ENSG00000157782.9_PCGBA23	0.8970496494431607	0.8970496494431607	1.33249241798846e-165
ENSG00000136928.6	PCGBA23	ENSG00000136928.6_PCGBA23	0.8961821980278701	0.8961821980278701	8.303092830435273e-165
ENSG00000136854.19	PCGBA23	ENSG00000136854.19_PCGBA23	0.8951003828352163	0.8951003828352163	7.94989079212573e-164
ENSG00000159164.9	PCGBA23	ENSG00000159164.9_PCGBA23	0.8928449403268366	0.8928449403268366	8.161676855942801e-162
ENSG00000105649.9	PCGBA23	ENSG00000105649.9_PCGBA23	0.8918983242711556	0.8918983242711556	5.528576474443569e-161
