gene_id	tissue	gene_tissue	kME	abs_kME	kME_pval
ENSG00000135336.14	AC	ENSG00000135336.14_AC	0.816925274984849	0.816925274984849	1.4528536352507278e-40
ENSG00000079332.14	PCGBA23	ENSG00000079332.14_PCGBA23	0.7796938316822895	0.7796938316822895	9.247508160432164e-35
ENSG00000166887.15	AC	ENSG00000166887.15_AC	0.7779806077289452	0.7779806077289452	1.605407745734566e-34
ENSG00000121940.15	AC	ENSG00000121940.15_AC	0.7695126722745614	0.7695126722745614	2.285863337795742e-33
ENSG00000214046.8	AC	ENSG00000214046.8_AC	0.7661163874352929	0.7661163874352929	6.425714663477804e-33
ENSG00000270959.1	PCGBA23	ENSG00000270959.1_PCGBA23	0.7629224320271427	0.7629224320271427	1.671735580045879e-32
ENSG00000108799.12	AC	ENSG00000108799.12_AC	0.7585181838734107	0.7585181838734107	6.09744796133374e-32
ENSG00000272888.5	AC	ENSG00000272888.5_AC	0.7509203596643768	0.7509203596643768	5.331728833680921e-31
ENSG00000079332.14	AC	ENSG00000079332.14_AC	0.7492474778869715	0.7492474778869715	8.504789338716103e-31
ENSG00000145022.4	AC	ENSG00000145022.4_AC	0.7419229113907024	0.7419229113907024	6.2960145553007644e-30
ENSG00000272888.5	PCGBA23	ENSG00000272888.5_PCGBA23	0.733533660064428	0.733533660064428	5.746362116973072e-29
ENSG00000090612.20	AC	ENSG00000090612.20_AC	0.7285444283666439	0.7285444283666439	2.058113986862298e-28
ENSG00000135336.14	PCGBA23	ENSG00000135336.14_PCGBA23	0.7274473887843387	0.7274473887843387	2.7142801441133967e-28
ENSG00000156050.8	AC	ENSG00000156050.8_AC	0.7187899317239287	0.7187899317239287	2.3015155641956084e-27
ENSG00000011523.13	AC	ENSG00000011523.13_AC	0.7180275550984525	0.7180275550984525	2.767563418000058e-27
ENSG00000132953.16	AC	ENSG00000132953.16_AC	0.7122874327305708	0.7122874327305708	1.0881726311075731e-26
ENSG00000148297.15	PCGBA23	ENSG00000148297.15_PCGBA23	0.7113144010735939	0.7113144010735939	1.367889047762558e-26
ENSG00000186814.13	MFBA9BA46	ENSG00000186814.13_MFBA9BA46	0.703521995530386	0.703521995530386	8.262868277340304e-26
ENSG00000121940.15	PCGBA23	ENSG00000121940.15_PCGBA23	0.7002057309899667	0.7002057309899667	1.7453573609856866e-25
ENSG00000100865.14	AC	ENSG00000100865.14_AC	0.6841852758358635	0.6841852758358635	5.623165609928239e-24
