gene_id	tissue	gene_tissue	kME	abs_kME	kME_pval
ENSG00000104093.13	PCGBA23	ENSG00000104093.13_PCGBA23	-0.8441143871913074	0.8441143871913074	7.0626381513850175e-127
ENSG00000166111.9	PCGBA23	ENSG00000166111.9_PCGBA23	-0.8437059314081178	0.8437059314081178	1.2273136586056629e-126
ENSG00000054356.13	PCGBA23	ENSG00000054356.13_PCGBA23	-0.8433172460578239	0.8433172460578239	2.073426582695614e-126
ENSG00000104381.12	PCGBA23	ENSG00000104381.12_PCGBA23	-0.8414792871351799	0.8414792871351799	2.4277718990590085e-125
ENSG00000054793.13	PCGBA23	ENSG00000054793.13_PCGBA23	-0.825326409619008	0.825326409619008	1.679440910567455e-116
ENSG00000151948.11	PCGBA23	ENSG00000151948.11_PCGBA23	-0.8228551944308867	0.8228551944308867	3.1416728662102716e-115
ENSG00000166342.18	PCGBA23	ENSG00000166342.18_PCGBA23	-0.8207254483251984	0.8207254483251984	3.780934022645887e-114
ENSG00000133026.12	PCGBA23	ENSG00000133026.12_PCGBA23	-0.8155837488335724	0.8155837488335724	1.342399821955491e-111
ENSG00000063015.19	PCGBA23	ENSG00000063015.19_PCGBA23	-0.8115162052956761	0.8115162052956761	1.2287549419131246e-109
ENSG00000129990.14	PCGBA23	ENSG00000129990.14_PCGBA23	-0.8082212461170939	0.8082212461170939	4.4037954738474176e-108
ENSG00000061918.12	PCGBA23	ENSG00000061918.12_PCGBA23	-0.8059663815289898	0.8059663815289898	4.900654951415276e-107
ENSG00000060140.8	PCGBA23	ENSG00000060140.8_PCGBA23	-0.7998314166199088	0.7998314166199088	2.94458394832353e-104
ENSG00000138028.15	PCGBA23	ENSG00000138028.15_PCGBA23	-0.799277855608004	0.799277855608004	5.1878174361749156e-104
ENSG00000131089.15	PCGBA23	ENSG00000131089.15_PCGBA23	-0.7960289958699011	0.7960289958699011	1.390382672089499e-102
ENSG00000167778.8	PCGBA23	ENSG00000167778.8_PCGBA23	-0.7925034263725563	0.7925034263725563	4.6115531431846864e-101
ENSG00000188674.10	PCGBA23	ENSG00000188674.10_PCGBA23	-0.7853720521074885	0.7853720521074885	4.4808103995603915e-98
ENSG00000167642.12	PCGBA23	ENSG00000167642.12_PCGBA23	-0.7850655293450601	0.7850655293450601	5.986879702401887e-98
ENSG00000197872.11	PCGBA23	ENSG00000197872.11_PCGBA23	-0.7784348182946318	0.7784348182946318	2.817544929607903e-95
ENSG00000128482.15	PCGBA23	ENSG00000128482.15_PCGBA23	-0.7719587618317695	0.7719587618317695	9.381449453249855e-93
ENSG00000204065.2	PCGBA23	ENSG00000204065.2_PCGBA23	-0.7695232005656545	0.7695232005656545	7.932860690748259e-92
ENSG00000101152.10	PCGBA23	ENSG00000101152.10_PCGBA23	-0.7667810387225066	0.7667810387225066	8.505816021550756e-91
ENSG00000156687.10	PCGBA23	ENSG00000156687.10_PCGBA23	-0.762966604085286	0.762966604085286	2.1854361835164017e-89
ENSG00000185090.14	PCGBA23	ENSG00000185090.14_PCGBA23	-0.758892786083332	0.758892786083332	6.548051515216962e-88
ENSG00000184911.14	PCGBA23	ENSG00000184911.14_PCGBA23	-0.7586413050656184	0.7586413050656184	8.059327302068915e-88
ENSG00000133627.17	PCGBA23	ENSG00000133627.17_PCGBA23	-0.7371464672036941	0.7371464672036941	1.6898555154017683e-80
